Slovo;Číslo;Slovo2;Číslo2
som;jednotné;som;jednotné
to;jednotné;to;jednotné
Zdravia;množné;Zdravia;množné
Ťa;jednotné;Ťa;jednotné
a;množné;a;
Neďaleko;;Neďaleko;
jazdil;jednotné;jazdil;jednotné
na;;na;
koni;jednotné;koni;jednotné
mladý;jednotné;mladý;jednotné
princ;jednotné;princ;jednotné
Začul;jednotné;Začul;jednotné
prekrásny;jednotné;prekrásny;jednotné
hlas;jednotné;hlas;jednotné
Šípkovej;jednotné;Šípkovej;jednotné
ktorý;jednotné;ktorý;jednotné
sa;;sa;
niesol;jednotné;niesol;jednotné
lesom;množné;lesom;jednotné
Šaty;množné;Šaty;množné
ktoré;množné;ktoré;množné
šila;jednotné;šila;jednotné
Flóra;jednotné;Flóra;jednotné
sa;;sa;
Vtedy;;Vtedy;
víly;množné;víly;množné
pochopili;množné;pochopili;množné
že;;že;
je;jednotné;je;jednotné
načase;;načase;
aby;jednotné;aby;
dievčine;jednotné;dievčine;jednotné
povedali;množné;povedali;množné
pravdu;jednotné;pravdu;jednotné
Nastala;jednotné;Nastala;jednotné
chvíľa;jednotné;chvíľa;jednotné
aby;jednotné;aby;
princeznú;jednotné;princeznú;jednotné
vrátili;množné;vrátili;množné
kráľovi;množné;kráľovi;jednotné
a;množné;a;
kráľovnej;jednotné;kráľovnej;jednotné
Keď;;Keď;
víly;množné;víly;množné
nechali;množné;nechali;množné
princeznú;jednotné;princeznú;jednotné
na;;na;
chvíľočku;jednotné;chvíľočku;jednotné
v;;v;
paláci;jednotné;paláci;jednotné
osamote;;osamote;
zjavilo;jednotné;zjavilo;jednotné
sa;;sa;
pred;;pred;
ňou;jednotné;ňou;jednotné
jagavé;množné;jagavé;jednotné
svetlo;jednotné;svetlo;jednotné
Dotkni;jednotné;Dotkni;jednotné
sa;;sa;
vretena;jednotné;vretena;jednotné
Dotkni;jednotné;Dotkni;jednotné
sa;;sa;
ho;;ho;jednotné
Prikazujem;jednotné;Prikazujem;jednotné
ti;jednotné;ti;jednotné
to;jednotné;to;jednotné
Našli;množné;Našli;množné
cestu;jednotné;cestu;jednotné
do;;do;
tajnej;jednotné;tajnej;jednotné
vežičky;množné;vežičky;jednotné
a;množné;a;
v;;v;
nej;jednotné;nej;jednotné
Kráľovnú;jednotné;Kráľovnú;jednotné
zla;jednotné;zla;jednotné
to;jednotné;to;jednotné
odvetila;jednotné;odvetila;jednotné
Flóra;jednotné;Flóra;jednotné
Správne;;Správne;
sa;;sa;
nazdávala;jednotné;nazdávala;jednotné
že;;že;
práve;;práve;
prišiel;jednotné;prišiel;jednotné
do;;do;
chalúpky;množné;chalúpky;jednotné
v;;v;
horskom;jednotné;horskom;jednotné
údolí;množné;údolí;jednotné
Len;;Len;
čo;jednotné;čo;
vošiel;jednotné;vošiel;jednotné
dnu;;dnu;
čakali;množné;čakali;množné
ho;;ho;jednotné
tam;;tam;
Kráľovná;jednotné;Kráľovná;jednotné
zla;jednotné;zla;jednotné
a;množné;a;
jej;množné;jej;množné
sluhovia;množné;sluhovia;množné
Zlá;množné;Zlá;jednotné
víla;jednotné;víla;jednotné
vedela;jednotné;vedela;jednotné
že;;že;
iba;;iba;
on;jednotné;on;jednotné
môže;jednotné;môže;jednotné
zrušiť;;zrušiť;
kliatbu;jednotné;kliatbu;jednotné
ktorou;jednotné;ktorou;jednotné
Zorničku;jednotné;Zorničku;jednotné
zakliala;jednotné;zakliala;jednotné
Odvliekla;jednotné;Odvliekla;jednotné
princa;jednotné;princa;jednotné
na;;na;
svoj;jednotné;svoj;jednotné
zámok;jednotné;zámok;jednotné
a;množné;a;
uvrhla;jednotné;uvrhla;jednotné
ho;;ho;jednotné
do;;do;
temnice;množné;temnice;jednotné
Zlá;množné;Zlá;jednotné
víla;jednotné;víla;jednotné
sa;;sa;
princovi;jednotné;princovi;jednotné
Filipovi;jednotné;Filipovi;jednotné
posmievala;jednotné;posmievala;jednotné
no;;no;
prezradila;jednotné;prezradila;jednotné
mu;jednotné;mu;jednotné
že;;že;
iba;;iba;
on;jednotné;on;jednotné
môže;jednotné;môže;jednotné
zrušiť;;zrušiť;
kliatbu;jednotné;kliatbu;jednotné
ak;;ak;
ju;jednotné;ju;jednotné
pobozká;jednotné;pobozká;jednotné
Vtom;;Vtom;
sa;;sa;
v;;v;
temnici;jednotné;temnici;jednotné
zjavili;množné;zjavili;množné
dobré;jednotné;dobré;množné
víly;množné;víly;množné
Tieto;množné;Tieto;množné
zbrane;množné;zbrane;množné
ti;jednotné;ti;jednotné
pomôžu;množné;pomôžu;množné
zvíťaziť;;zvíťaziť;
nad;;nad;
zlom;jednotné;zlom;jednotné
povedali;množné;povedali;množné
mu;jednotné;mu;jednotné
Ako;;Ako;
sa;;sa;
princ;jednotné;princ;jednotné
blížil;jednotné;blížil;jednotné
k;množné;k;
palácu;jednotné;palácu;jednotné
Kráľovná;jednotné;Kráľovná;jednotné
zla;jednotné;zla;jednotné
mu;jednotné;mu;jednotné
postavila;jednotné;postavila;jednotné
do;;do;
cesty;množné;cesty;jednotné
múr;jednotné;múr;jednotné
z;množné;z;
tŕňových;množné;tŕňových;množné
krov;jednotné;krov;množné
Zrazu;;Zrazu;
však;;však;
vyšľahli;množné;vyšľahli;množné
obrovské;množné;obrovské;množné
plamene;množné;plamene;množné
a;množné;a;
vyrazili;množné;vyrazili;množné
princovi;jednotné;princovi;jednotné
štít;jednotné;štít;jednotné
z;množné;z;
ruky;množné;ruky;jednotné
netvor;jednotné;netvor;jednotné
sa;;sa;
zmietal;jednotné;zmietal;jednotné
od;;od;
bolesti;množné;bolesti;jednotné
a;množné;a;
zletel;jednotné;zletel;jednotné
zo;;zo;
skaly;množné;skaly;jednotné
Princ;jednotné;Princ;jednotné
Filip;jednotné;Filip;jednotné
prebehol;jednotné;prebehol;jednotné
bránou;jednotné;bránou;jednotné
do;;do;
paláca;jednotné;paláca;jednotné
V;;V;
ten;jednotné;ten;jednotné
večer;jednotné;večer;jednotné
sa;;sa;
v;;v;
paláci;jednotné;paláci;jednotné
zhromaždili;množné;zhromaždili;množné
všetci;množné;všetci;množné
dvorania;množné;dvorania;množné
keď;;keď;
princezná;jednotné;princezná;jednotné
Zornička;jednotné;Zornička;jednotné
tancovala;jednotné;tancovala;jednotné
s;množné;s;
princom;množné;princom;jednotné
Filipom;množné;Filipom;jednotné
Ostražito;;Ostražito;
sa;;sa;
zakrádala;jednotné;zakrádala;jednotné
k;množné;k;
neznámemu;jednotné;neznámemu;jednotné
miestu;jednotné;miestu;jednotné
keď;;keď;
začula;jednotné;začula;jednotné
plač;jednotné;plač;jednotné
pozrela;jednotné;pozrela;jednotné
do;;do;
domu;jednotné;domu;jednotné
a;množné;a;
zbadala;jednotné;zbadala;jednotné
stopy;množné;stopy;množné
po;;po;
zápase;jednotné;zápase;jednotné
Na;;Na;
zemi;jednotné;zemi;jednotné
ležal;jednotné;ležal;jednotné
obrázok;jednotné;obrázok;jednotné
s;množné;s;
rámom;množné;rámom;jednotné
A;;A;
za;;za;
tým;;tým;jednotné
obrazom;množné;obrazom;jednotné
v;;v;
tieni;jednotné;tieni;jednotné
stála;jednotné;stála;jednotné
kolíska;jednotné;kolíska;jednotné
Plač;jednotné;Plač;jednotné
Kalu;jednotné;Kalu;jednotné
priťahoval;jednotné;priťahoval;jednotné
V;;V;
kolíske;jednotné;kolíske;jednotné
bolo;jednotné;bolo;jednotné
zvláštne;;zvláštne;jednotné
bábätko;jednotné;bábätko;jednotné
bez;;bez;
bábätko;jednotné;bábätko;jednotné
vybrala;jednotné;vybrala;jednotné
a;množné;a;
v;;v;
tej;jednotné;tej;jednotné
chvíli;jednotné;chvíli;jednotné
prestalo;jednotné;prestalo;jednotné
plakať;;plakať;
Leopard;jednotné;Leopard;jednotné
sa;;sa;
chystal;jednotné;chystal;jednotné
zaútočiť;;zaútočiť;
priviedla;jednotné;priviedla;jednotné
dieťa;jednotné;dieťa;jednotné
k;množné;k;
svojej;jednotné;svojej;jednotné
rodine;jednotné;rodine;jednotné
Mladý;jednotné;Mladý;jednotné
podrástol;jednotné;podrástol;jednotné
a;množné;a;
veľmi;;veľmi;
rád;jednotné;rád;jednotné
si;;si;
matku;jednotné;matku;jednotné
doberal;jednotné;doberal;jednotné
Veru;;Veru;
vyľakal;jednotné;vyľakal;jednotné
napodobniť;;napodobniť;
nejaké;množné;nejaké;jednotné
tichšie;množné;tichšie;jednotné
zviera;jednotné;zviera;jednotné
spýtala;jednotné;spýtala;jednotné
sa;;sa;
Chceš;jednotné;Chceš;jednotné
vidieť;;vidieť;
ako;;ako;
urobím;jednotné;urobím;jednotné
spýtal;jednotné;spýtal;jednotné
sa;;sa;
skočil;jednotné;skočil;jednotné
vrčiac;;vrčiac;
ako;;ako;
leopard;jednotné;leopard;jednotné
a;množné;a;
vyrušil;jednotné;vyrušil;jednotné
rodinu;jednotné;rodinu;jednotné
najlepšia;jednotné;najlepšia;jednotné
priateľka;jednotné;priateľka;jednotné
ho;;ho;jednotné
prišla;jednotné;prišla;jednotné
zachrániť;;zachrániť;
Ďakujem;jednotné;Ďakujem;jednotné
že;;že;
si;;si;
našiel;jednotné;našiel;jednotné
povedala;jednotné;povedala;jednotné
šiel;jednotné;šiel;jednotné
za;;za;
nimi;množné;nimi;množné
Nervózny;jednotné;Nervózny;jednotné
mladý;jednotné;mladý;jednotné
slon;jednotné;slon;jednotné
ho;;ho;jednotné
zbadal;jednotné;zbadal;jednotné
Pozor;;Pozor;
Uteč;jednotné;Uteč;jednotné
kričal;jednotné;kričal;jednotné
Najlepšia;jednotné;Najlepšia;jednotné
opica;jednotné;opica;jednotné
bežala;jednotné;bežala;jednotné
k;množné;k;
lagúne;jednotné;lagúne;jednotné
a;množné;a;
vytiahla;jednotné;vytiahla;jednotné
ktorý;jednotné;ktorý;jednotné
sa;;sa;
poriadne;;poriadne;
napil;jednotné;napil;jednotné
vody;množné;vody;jednotné
že;;že;
vám;množné;vám;množné
za;;za;
pár;jednotné;pár;jednotné
obžerie;jednotné;obžerie;jednotné
všetko;jednotné;všetko;jednotné
mäso;jednotné;mäso;jednotné
Práve;;Práve;
im;množné;im;množné
svoju;jednotné;svoju;jednotné
trofej;jednotné;trofej;jednotné
vlastným;množné;vlastným;množné
očiam;množné;očiam;množné
Ty;jednotné;Ty;jednotné
máš;jednotné;máš;jednotné
chlp;jednotné;chlp;jednotné
vykríkla;jednotné;vykríkla;jednotné
Chceli;množné;Chceli;množné
zistiť;;zistiť;
čo;jednotné;čo;jednotné
sa;;sa;
deje;množné;deje;jednotné
Ja;množné;Ja;jednotné
som;jednotné;som;jednotné
hrdo;;hrdo;
zvolal;jednotné;zvolal;jednotné
si;;si;
začala;jednotné;začala;jednotné
priateľa;jednotné;priateľa;jednotné
väčšmi;;väčšmi;
vážiť;;vážiť;
ale;;ale;
sa;;sa;
zlostil;jednotné;zlostil;jednotné
nikdy;;nikdy;
jedným;množné;jedným;jednotné
z;množné;z;
nás;množné;nás;množné
zavrčal;jednotné;zavrčal;jednotné
urazilo;jednotné;urazilo;jednotné
že;;že;
sa;;sa;
hnevá;jednotné;hnevá;jednotné
a;množné;a;
utiekol;jednotné;utiekol;jednotné
do;;do;
džungle;množné;džungle;jednotné
O;;O;
chvíľu;;chvíľu;jednotné
sa;;sa;
tam;;tam;
zjavila;jednotné;zjavila;jednotné
i;množné;i;
Potom;;Potom;
mu;jednotné;mu;jednotné
priložila;jednotné;priložila;jednotné
ucho;jednotné;ucho;jednotné
k;množné;k;
jej;množné;jej;jednotné
srdcu;jednotné;srdcu;jednotné
Počuješ;jednotné;Počuješ;jednotné
Ale;;Ale;
to;jednotné;to;jednotné
to;jednotné;to;jednotné
povzbudilo;jednotné;povzbudilo;jednotné
a;množné;a;
prisahal;jednotné;prisahal;jednotné
Budem;jednotné;Budem;jednotné
najlepšia;jednotné;najlepšia;jednotné
opica;jednotné;opica;jednotné
aká;jednotné;aká;jednotné
kedy;;kedy;
prišla;jednotné;prišla;jednotné
na;;na;
svet;jednotné;svet;jednotné
útočí;jednotné;útočí;jednotné
Raz;jednotné;Raz;jednotné
zaútočil;jednotné;zaútočil;jednotné
na;;na;
tlupu;jednotné;tlupu;jednotné
ich;množné;ich;jednotné
odveký;jednotné;odveký;jednotné
nepriateľ;jednotné;nepriateľ;jednotné
bránil;jednotné;bránil;jednotné
rodinu;jednotné;rodinu;jednotné
proti;;proti;
zákernej;jednotné;zákernej;jednotné
mačke;jednotné;mačke;jednotné
zatiaľ;;zatiaľ;
čo;jednotné;čo;
ostatní;množné;ostatní;množné
členovia;množné;členovia;množné
ho;;ho;jednotné
pozorovali;množné;pozorovali;množné
zo;;zo;
stromov;množné;stromov;množné
Lenže;;Lenže;
leopard;jednotné;leopard;jednotné
zranil;jednotné;zranil;jednotné
a;množné;a;
zakrátko;;zakrátko;
mu;jednotné;mu;jednotné
bol;množné;bol;jednotné
vodca;jednotné;vodca;jednotné
goríl;množné;goríl;množné
vydaný;jednotné;vydaný;jednotné
na;;na;
milosť;jednotné;milosť;jednotné
a;množné;a;
nemilosť;jednotné;nemilosť;jednotné
Vtom;;Vtom;
medzi;;medzi;
nich;množné;nich;množné
skočil;jednotné;skočil;jednotné
zo;;zo;
stromov;množné;stromov;množné
Potom;;Potom;
sa;;sa;
rozhostilo;jednotné;rozhostilo;jednotné
ticho;jednotné;ticho;jednotné
Ten;jednotné;Ten;jednotné
okamih;jednotné;okamih;jednotné
prerušil;jednotné;prerušil;jednotné
prenikavý;jednotné;prenikavý;jednotné
zvuk;jednotné;zvuk;jednotné
a;množné;a;
Jane;jednotné;Jane;jednotné
Potom;;Potom;
začul;jednotné;začul;jednotné
ďalší;jednotné;ďalší;jednotné
zvuk;jednotné;zvuk;jednotné
ľudské;množné;ľudské;množné
hlasy;množné;hlasy;množné
Nakukol;jednotné;Nakukol;jednotné
pomedzi;;pomedzi;
húštinu;jednotné;húštinu;jednotné
a;množné;a;
uvidel;jednotné;uvidel;jednotné
troch;množné;troch;množné
tvorov;množné;tvorov;množné
v;;v;
šatách;množné;šatách;množné
namiesto;;namiesto;
kožušiny;množné;kožušiny;jednotné
Pozri;jednotné;Pozri;jednotné
ocko;jednotné;ocko;jednotné
zvolala;jednotné;zvolala;jednotné
Jane;jednotné;Jane;jednotné
Tu;;Tu;
opice;množné;opice;množné
hniezdia;množné;hniezdia;množné
Lenže;;Lenže;
milé;množné;milé;jednotné
bábätko;jednotné;bábätko;jednotné
trhalo;jednotné;trhalo;jednotné
Jane;jednotné;Jane;jednotné
obrázok;jednotné;obrázok;jednotné
z;množné;z;
rúk;množné;rúk;množné
Avšak;;Avšak;
rodine;jednotné;rodine;jednotné
malého;jednotné;malého;jednotné
paviána;jednotné;paviána;jednotné
sa;;sa;
ako;;ako;
sa;;sa;
Jane;jednotné;Jane;jednotné
správa;jednotné;správa;jednotné
k;množné;k;
ich;množné;ich;jednotné
mláďaťu;jednotné;mláďaťu;jednotné
a;množné;a;
nazlostení;množné;nazlostení;množné
začali;množné;začali;množné
dievčinu;jednotné;dievčinu;jednotné
prenasledovať;;prenasledovať;
Chcela;jednotné;Chcela;jednotné
ho;;ho;jednotné
odohnať;;odohnať;
ale;;ale;
jej;množné;jej;jednotné
chytil;jednotné;chytil;jednotné
ruku;jednotné;ruku;jednotné
Áno;;Áno;
chápem;jednotné;chápem;jednotné
nám;;nám;množné
ublížiť;;ublížiť;
povedal;jednotné;povedal;jednotné
Vedela;jednotné;Vedela;jednotné
že;;že;
z;množné;z;
toho;jednotné;toho;jednotné
má;jednotné;má;jednotné
v;;v;
hlave;jednotné;hlave;jednotné
zmätok;jednotné;zmätok;jednotné
Dva;množné;Dva;množné
svety;množné;svety;množné
Prvý;jednotné;Prvý;jednotné
deň;jednotné;deň;jednotné
v;;v;
škole;jednotné;škole;jednotné
V;;V;
škole;jednotné;škole;jednotné
ich;množné;ich;množné
privítala;jednotné;privítala;jednotné
pani;množné;pani;jednotné
učiteľka;jednotné;učiteľka;jednotné
Pani;množné;Pani;jednotné
učiteľka;jednotné;učiteľka;jednotné
sa;;sa;
usmievala;jednotné;usmievala;jednotné
a;množné;a;
pousádzala;jednotné;pousádzala;jednotné
ich;množné;ich;množné
okolo;;okolo;
stola;jednotné;stola;jednotné
Keď;;Keď;
sa;;sa;
zasa;;zasa;
vrátili;množné;vrátili;množné
do;;do;
triedy;množné;triedy;jednotné
pani;množné;pani;jednotné
učiteľka;jednotné;učiteľka;jednotné
im;množné;im;množné
prečítala;jednotné;prečítala;jednotné
zaujímavú;jednotné;zaujímavú;jednotné
rozprávku;jednotné;rozprávku;jednotné
Prvý;jednotné;Prvý;jednotné
deň;jednotné;deň;jednotné
sa;;sa;
deťom;množné;deťom;množné
v;;v;
škole;jednotné;škole;jednotné
veľmi;;veľmi;
páčilo;jednotné;páčilo;jednotné
prostriedky;množné;prostriedky;množné
poistencov;množné;poistencov;množné
dosahujú;množné;dosahujú;množné
objem;jednotné;objem;jednotné
mil;;mil;
a;množné;a;
majú;množné;majú;množné
konkurenta;jednotné;konkurenta;jednotné
Ani;;Ani;
môj;jednotné;môj;jednotné
štart;jednotné;štart;jednotné
nie;;nie;
je;jednotné;je;jednotné
v;;v;
teoretickej;jednotné;teoretickej;jednotné
rovine;jednotné;rovine;jednotné
vylúčený;jednotné;vylúčený;jednotné
Dôležitý;jednotné;Dôležitý;jednotné
bude;jednotné;bude;jednotné
brankársky;jednotné;brankársky;jednotné
post;jednotné;post;jednotné
Vždy;;Vždy;
som;jednotné;som;jednotné
naznačil;jednotné;naznačil;jednotné
strelu;jednotné;strelu;jednotné
a;množné;a;
obe;množné;obe;množné
lopty;množné;lopty;množné
som;jednotné;som;jednotné
poslal;jednotné;poslal;jednotné
do;;do;
jeho;množné;jeho;jednotné
Celkom;;Celkom;
jasná;množné;jasná;jednotné
Dá;;Dá;jednotné
do;;do;
hry;množné;hry;jednotné
všetko;jednotné;všetko;jednotné
JÁN;jednotné;JÁN;jednotné
vítali;množné;vítali;množné
v;;v;
Trnave;jednotné;Trnave;jednotné
kamene;množné;kamene;množné
JÁN;jednotné;JÁN;jednotné
Prejav;jednotné;Prejav;jednotné
ma;jednotné;ma;jednotné
RADO;jednotné;RADO;jednotné
je;jednotné;je;jednotné
proti;;proti;
vysokým;množné;vysokým;množné
platom;množné;platom;množné
MIROSLAV;jednotné;MIROSLAV;jednotné
BUKOV;množné;BUKOV;jednotné
Jej;množné;Jej;jednotné
román;jednotné;román;jednotné
Vášeň;jednotné;Vášeň;jednotné
je;jednotné;je;jednotné
však;;však;
skvelý;jednotné;skvelý;jednotné
Hráš;jednotné;Hráš;jednotné
vyhráš;jednotné;vyhráš;jednotné
hráš;jednotné;hráš;jednotné
prehráš;jednotné;prehráš;jednotné
Hráš;jednotné;Hráš;jednotné
Prezident;jednotné;Prezident;jednotné
sa;;sa;
postaral;jednotné;postaral;jednotné
o;;o;
niekoľkotýždňovú;jednotné;niekoľkotýždňovú;jednotné
drámu;jednotné;drámu;jednotné
Lekári;množné;Lekári;množné
robili;množné;robili;množné
tajnosti;množné;tajnosti;množné
Po;;Po;
desiatich;množné;desiatich;množné
dňoch;množné;dňoch;množné
lekárske;množné;lekárske;jednotné
konzílium;jednotné;konzílium;jednotné
posilnili;množné;posilnili;množné
českí;množné;českí;množné
lekári;množné;lekári;množné
Politické;množné;Politické;jednotné
napätie;jednotné;napätie;jednotné
IGOR;jednotné;IGOR;jednotné
Takých;množné;Takých;množné
je;jednotné;je;jednotné
teraz;;teraz;
na;;na;
Slovensku;jednotné;Slovensku;jednotné
veľa;;veľa;jednotné
Reforma;jednotné;Reforma;jednotné
armády;množné;armády;jednotné
je;jednotné;je;jednotné
bez;;bez;
koncepcie;množné;koncepcie;jednotné
Komárno;jednotné;Komárno;jednotné
Cyrila;jednotné;Cyrila;jednotné
a;množné;a;
Metoda;jednotné;Metoda;jednotné
na;;na;
verejnom;jednotné;verejnom;jednotné
priestranstve;jednotné;priestranstve;jednotné
FOTO;množné;FOTO;jednotné
JURAJ;jednotné;JURAJ;jednotné
GERBERY;množné;GERBERY;množné
Naposledy;;Naposledy;
požiadalo;jednotné;požiadalo;jednotné
o;;o;
povolenie;jednotné;povolenie;jednotné
na;;na;
postavenie;jednotné;postavenie;jednotné
súsošia;množné;súsošia;jednotné
na;;na;
svojom;jednotné;svojom;jednotné
pozemku;jednotné;pozemku;jednotné
Gymnázium;jednotné;Gymnázium;jednotné
Ľudovíta;jednotné;Ľudovíta;jednotné
Jaroslava;jednotné;Jaroslava;jednotné
Zastupiteľstvo;jednotné;Zastupiteľstvo;jednotné
súhlasilo;jednotné;súhlasilo;jednotné
s;množné;s;
umiestnením;jednotné;umiestnením;jednotné
vo;;vo;
vojenskom;jednotné;vojenskom;jednotné
kostole;jednotné;kostole;jednotné
Na;;Na;
sochy;množné;sochy;jednotné
podobných;množné;podobných;množné
rozmerov;množné;rozmerov;množné
treba;;treba;
aj;;aj;
súhlas;jednotné;súhlas;jednotné
mesta;jednotné;mesta;jednotné
ho;;ho;jednotné
ani;;ani;
Matica;jednotné;Matica;jednotné
ani;;ani;
občianske;množné;občianske;jednotné
združenie;jednotné;združenie;jednotné
a;množné;a;
sa;;sa;
to;jednotné;to;jednotné
ani;;ani;
gymnáziu;jednotné;gymnáziu;jednotné
Mestské;množné;Mestské;jednotné
zastupiteľstvo;jednotné;zastupiteľstvo;jednotné
schválilo;jednotné;schválilo;jednotné
umiestnenie;jednotné;umiestnenie;jednotné
menších;množné;menších;množné
sôch;množné;sôch;množné
šiestich;množné;šiestich;množné
patrónov;množné;patrónov;množné
