;Slovo;Slovný druh-Majka;Slovo2;Slovný druh-SNK;Jazykový štýl
49385;vzduchu;Podstatné meno;vzduchu;Podstatné meno;umelecky_rozpravky
49386;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49387;vznášali;Sloveso;vznášali;Sloveso;umelecky_rozpravky
49388;farebné;Prídavné meno;farebné;Prídavné meno;umelecky_rozpravky
49389;balóniky;Podstatné meno;balóniky;Podstatné meno;umelecky_rozpravky
49390;v;Predložka;v;Predložka;umelecky_rozpravky
49391;pestrých;Prídavné meno;pestrých;Prídavné meno;umelecky_rozpravky
49392;stánkoch;Podstatné meno;stánkoch;Podstatné meno;umelecky_rozpravky
49393;bolo;Sloveso;bolo;Sloveso;umelecky_rozpravky
49394;množstvo;Podstatné meno;množstvo;Podstatné meno;umelecky_rozpravky
49395;všakovakých;Zámeno;všakovakých;Prídavné meno;umelecky_rozpravky
49396;dobrôt;Podstatné meno;dobrôt;Podstatné meno;umelecky_rozpravky
49397;Vážka;Podstatné meno;Vážka;Podstatné meno;umelecky_rozpravky
49398;čo;Zámeno;čo;Zámeno;umelecky_rozpravky
49399;krúžila;Sloveso;krúžila;Sloveso;umelecky_rozpravky
49400;vysoko;Príslovka;vysoko;Príslovka;umelecky_rozpravky
49401;nad;Predložka;nad;Predložka;umelecky_rozpravky
49402;čistinou;Podstatné meno;čistinou;Podstatné meno;umelecky_rozpravky
49403;ponúkala;Sloveso;ponúkala;Sloveso;umelecky_rozpravky
49404;vyhliadkový;Prídavné meno;vyhliadkový;Prídavné meno;umelecky_rozpravky
49405;let;Podstatné meno;let;Podstatné meno;umelecky_rozpravky
49406;Rudko;Podstatné meno;Rudko;Podstatné meno;umelecky_rozpravky
49407;mal;Skratka;mal;Sloveso;umelecky_rozpravky
49408;hlavu;Podstatné meno;hlavu;Podstatné meno;umelecky_rozpravky
49409;na;Citoslovce;na;Predložka;umelecky_rozpravky
49410;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49411;vytvoril;Sloveso;vytvoril;Sloveso;umelecky_rozpravky
49412;dlhý;Prídavné meno;dlhý;Prídavné meno;umelecky_rozpravky
49413;zástup;Podstatné meno;zástup;Podstatné meno;umelecky_rozpravky
49414;Všetci;Zámeno;Všetci;Zámeno;umelecky_rozpravky
49415;chceli;Sloveso;chceli;Sloveso;umelecky_rozpravky
49416;súťažiť;Sloveso;súťažiť;Sloveso;umelecky_rozpravky
49417;a;Spojka;a;Spojka;umelecky_rozpravky
49418;meral;Sloveso;meral;Sloveso;umelecky_rozpravky
49419;čas;Podstatné meno;čas;Podstatné meno;umelecky_rozpravky
49420;Nie;Častice;Nie;Častica;umelecky_rozpravky
49421;je;Sloveso;je;Sloveso;umelecky_rozpravky
49422;dobrý;Prídavné meno;dobrý;Prídavné meno;umelecky_rozpravky
49423;v;Predložka;v;Predložka;umelecky_rozpravky
49424;počtoch;Podstatné meno;počtoch;Podstatné meno;umelecky_rozpravky
49425;a;Spojka;a;Spojka;umelecky_rozpravky
49426;preto;Spojka;preto;Zámeno;umelecky_rozpravky
49427;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49428;často;Príslovka;často;Príslovka;umelecky_rozpravky
49429;mýlil;Sloveso;mýlil;Sloveso;umelecky_rozpravky
49430;Pretože;Spojka;Pretože;Spojka;umelecky_rozpravky
49431;bolo;Sloveso;bolo;Sloveso;umelecky_rozpravky
49432;spolu;Príslovka;spolu;Príslovka;umelecky_rozpravky
49433;na;Citoslovce;na;Predložka;umelecky_rozpravky
49434;zmrzlinu;Podstatné meno;zmrzlinu;Podstatné meno;umelecky_rozpravky
49435;Vtom;Príslovka;Vtom;Príslovka;umelecky_rozpravky
49436;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49437;však;Spojka;však;Častica;umelecky_rozpravky
49438;stalo;Sloveso;stalo;Sloveso;umelecky_rozpravky
49439;niečo;Zámeno;niečo;Zámeno;umelecky_rozpravky
49440;veľmi;Príslovka;veľmi;Príslovka;umelecky_rozpravky
49441;čudné;Prídavné meno;čudné;Prídavné meno;umelecky_rozpravky
49442;Účastníci;Podstatné meno;Účastníci;Podstatné meno;umelecky_rozpravky
49443;jedného;Číslovka;jedného;Číslovka;umelecky_rozpravky
49444;letu;Podstatné meno;letu;Podstatné meno;umelecky_rozpravky
49445;stratili;Sloveso;stratili;Sloveso;umelecky_rozpravky
49446;smer;Podstatné meno;smer;Podstatné meno;umelecky_rozpravky
49447;Pani;Podstatné meno;Pani;Podstatné meno;umelecky_rozpravky
49448;učiteľka;Podstatné meno;učiteľka;Podstatné meno;umelecky_rozpravky
49449;odviedla;Sloveso;odviedla;Sloveso;umelecky_rozpravky
49450;svoju;Zámeno;svoju;Zámeno;umelecky_rozpravky
49451;triedu;Podstatné meno;triedu;Podstatné meno;umelecky_rozpravky
49452;a;Spojka;a;Spojka;umelecky_rozpravky
49453;predseda;Podstatné meno;predseda;Podstatné meno;umelecky_rozpravky
49454;motýlieho;Prídavné meno;motýlieho;Prídavné meno;umelecky_rozpravky
49455;spolku;Podstatné meno;spolku;Podstatné meno;umelecky_rozpravky
49456;hovoril;Sloveso;hovoril;Sloveso;umelecky_rozpravky
49457;niečo;Zámeno;niečo;Zámeno;umelecky_rozpravky
49458;o;Citoslovce;o;Predložka;umelecky_rozpravky
49459;podvode;Podstatné meno;podvode;Podstatné meno;umelecky_rozpravky
49460;Rudko;Podstatné meno;Rudko;Podstatné meno;umelecky_rozpravky
49461;bol;Podstatné meno;bol;Sloveso;umelecky_rozpravky
49462;z;Podstatné meno;z;Predložka;umelecky_rozpravky
49463;toho;Zámeno;toho;Zámeno;umelecky_rozpravky
49464;nešťastný;Prídavné meno;nešťastný;Prídavné meno;umelecky_rozpravky
49465;Už;Príslovka;Už;Častica;umelecky_rozpravky
49466;na;Citoslovce;na;Predložka;umelecky_rozpravky
49467;to;Zámeno;to;Zámeno;umelecky_rozpravky
49468;prišli;Sloveso;prišli;Sloveso;umelecky_rozpravky
49469;Pri;Predložka;Pri;Predložka;umelecky_rozpravky
49470;cieli;Sloveso;cieli;Podstatné meno;umelecky_rozpravky
49471;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49472;skrýval;Sloveso;skrýval;Sloveso;umelecky_rozpravky
49473;zrkadielkom;Podstatné meno;zrkadielkom;Podstatné meno;umelecky_rozpravky
49474;oslňoval;Sloveso;oslňoval;Sloveso;umelecky_rozpravky
49475;ostatných;Prídavné meno;ostatných;Prídavné meno;umelecky_rozpravky
49476;pretekárov;Podstatné meno;pretekárov;Podstatné meno;umelecky_rozpravky
49477;len;Spojka;len;Častica;umelecky_rozpravky
49478;aby;Spojka;aby;Spojka;umelecky_rozpravky
49479;pomohol;Sloveso;pomohol;Sloveso;umelecky_rozpravky
49480;svojmu;Zámeno;svojmu;Zámeno;umelecky_rozpravky
49481;Boris;Podstatné meno;Boris;Podstatné meno;umelecky_rozpravky
49482;svieti;Sloveso;svieti;Sloveso;umelecky_rozpravky
49483;zrkadielkom;Podstatné meno;zrkadielkom;Podstatné meno;umelecky_rozpravky
49484;do;Citoslovce;do;Predložka;umelecky_rozpravky
49485;očí;Podstatné meno;očí;Podstatné meno;umelecky_rozpravky
49486;končím;Sloveso;končím;Sloveso;umelecky_rozpravky
49487;hlásil;Sloveso;hlásil;Sloveso;umelecky_rozpravky
49488;vysielačkou;Podstatné meno;vysielačkou;Podstatné meno;umelecky_rozpravky
49489;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49490;milosť;Podstatné meno;milosť;Podstatné meno;umelecky_rozpravky
49491;končím;Sloveso;končím;Sloveso;umelecky_rozpravky
49492;Po;Predložka;Po;Predložka;umelecky_rozpravky
49493;dlhom;Podstatné meno;dlhom;Prídavné meno;umelecky_rozpravky
49494;období;Podstatné meno;období;Podstatné meno;umelecky_rozpravky
49495;dažďov;Podstatné meno;dažďov;Podstatné meno;umelecky_rozpravky
49496;Obyvatelia;Podstatné meno;Obyvatelia;Podstatné meno;umelecky_rozpravky
49497;Makovej;Prídavné meno;Makovej;Prídavné meno;umelecky_rozpravky
49498;lúky;Podstatné meno;lúky;Podstatné meno;umelecky_rozpravky
49499;to;Zámeno;to;Zámeno;umelecky_rozpravky
49500;hneď;Podstatné meno;hneď;Príslovka;umelecky_rozpravky
49501;využili;Sloveso;využili;Sloveso;umelecky_rozpravky
49502;Gazdinky;Podstatné meno;Gazdinky;Podstatné meno;umelecky_rozpravky
49503;vyložili;Sloveso;vyložili;Sloveso;umelecky_rozpravky
49504;do;Citoslovce;do;Predložka;umelecky_rozpravky
49505;okien;Podstatné meno;okien;Podstatné meno;umelecky_rozpravky
49506;vankúše;Podstatné meno;vankúše;Podstatné meno;umelecky_rozpravky
49507;guľôčky;Podstatné meno;guľôčky;Podstatné meno;umelecky_rozpravky
49508;a;Spojka;a;Spojka;umelecky_rozpravky
49509;slečna;Podstatné meno;slečna;Podstatné meno;umelecky_rozpravky
49510;Po;Predložka;Po;Predložka;umelecky_rozpravky
49511;kráľovskej;Prídavné meno;kráľovskej;Prídavné meno;umelecky_rozpravky
49512;hostine;Podstatné meno;hostine;Podstatné meno;umelecky_rozpravky
49513;na;Citoslovce;na;Predložka;umelecky_rozpravky
49514;ktorú;Zámeno;ktorú;Zámeno;umelecky_rozpravky
49515;mravce;Podstatné meno;mravce;Podstatné meno;umelecky_rozpravky
49516;priniesli;Sloveso;priniesli;Sloveso;umelecky_rozpravky
49517;s;Podstatné meno;s;Predložka;umelecky_rozpravky
49518;slniečko;Podstatné meno;slniečko;Podstatné meno;umelecky_rozpravky
49519;aby;Spojka;aby;Spojka;umelecky_rozpravky
49520;si;Zámeno;si;Zvratné zámeno;umelecky_rozpravky
49521;oddýchli;Sloveso;oddýchli;Sloveso;umelecky_rozpravky
49522;našli;Sloveso;našli;Sloveso;umelecky_rozpravky
49523;lepšiu;Prídavné meno;lepšiu;Prídavné meno;umelecky_rozpravky
49524;zábavu;Podstatné meno;zábavu;Podstatné meno;umelecky_rozpravky
49525;V;Skratka;V;Predložka;umelecky_rozpravky
49526;zápale;Podstatné meno;zápale;Podstatné meno;umelecky_rozpravky
49527;hry;Podstatné meno;hry;Podstatné meno;umelecky_rozpravky
49528;kopol;Sloveso;kopol;Sloveso;umelecky_rozpravky
49529;do;Citoslovce;do;Predložka;umelecky_rozpravky
49530;lopty;Podstatné meno;lopty;Podstatné meno;umelecky_rozpravky
49531;a;Spojka;a;Spojka;umelecky_rozpravky
49532;lopta;Podstatné meno;lopta;Podstatné meno;umelecky_rozpravky
49533;zmizla;Sloveso;zmizla;Sloveso;umelecky_rozpravky
49534;v;Predložka;v;Predložka;umelecky_rozpravky
49535;kroví;Podstatné meno;kroví;Prídavné meno;umelecky_rozpravky
49536;Vzápätí;Príslovka;Vzápätí;Príslovka;umelecky_rozpravky
49537;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49538;vynoril;Sloveso;vynoril;Sloveso;umelecky_rozpravky
49539;Zlatoň;Podstatné meno;Zlatoň;Podstatné meno;umelecky_rozpravky
49540;a;Spojka;a;Spojka;umelecky_rozpravky
49541;držal;Sloveso;držal;Sloveso;umelecky_rozpravky
49542;si;Zámeno;si;Zvratné zámeno;umelecky_rozpravky
49543;hrču;Podstatné meno;hrču;Podstatné meno;umelecky_rozpravky
49544;na;Citoslovce;na;Predložka;umelecky_rozpravky
49545;čele;Podstatné meno;čele;Podstatné meno;umelecky_rozpravky
49546;Volám;Sloveso;Volám;Sloveso;umelecky_rozpravky
49547;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49548;Jurko;Podstatné meno;Jurko;Podstatné meno;umelecky_rozpravky
49549;Ešteže;Častice;Ešteže;Častica;umelecky_rozpravky
49550;to;Zámeno;to;Zámeno;umelecky_rozpravky
49551;zavolali;Sloveso;zavolali;Sloveso;umelecky_rozpravky
49552;hasičov;Podstatné meno;hasičov;Podstatné meno;umelecky_rozpravky
49553;Vzápätí;Príslovka;Vzápätí;Príslovka;umelecky_rozpravky
49554;pribehli;Sloveso;pribehli;Sloveso;umelecky_rozpravky
49555;bruchami;Podstatné meno;bruchami;Podstatné meno;umelecky_rozpravky
49556;takže;Spojka;takže;Spojka;umelecky_rozpravky
49557;musela;Sloveso;musela;Sloveso;umelecky_rozpravky
49558;ošetriť;Sloveso;ošetriť;Sloveso;umelecky_rozpravky
49559;aj;Citoslovce;aj;Spojka;umelecky_rozpravky
49560;ich;Zámeno;ich;Zámeno;umelecky_rozpravky
49561;Jurko;Podstatné meno;Jurko;Podstatné meno;umelecky_rozpravky
49562;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49563;urazil;Sloveso;urazil;Sloveso;umelecky_rozpravky
49564;Na;Skratka;Na;Predložka;umelecky_rozpravky
49565;cudzej;Prídavné meno;cudzej;Prídavné meno;umelecky_rozpravky
49566;planéte;Podstatné meno;planéte;Podstatné meno;umelecky_rozpravky
49567;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49568;práve;Príslovka;práve;Príslovka;umelecky_rozpravky
49569;vracali;Sloveso;vracali;Sloveso;umelecky_rozpravky
49570;domov;Podstatné meno;domov;Príslovka;umelecky_rozpravky
49571;keď;Spojka;keď;Spojka;umelecky_rozpravky
49572;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49573;strhol;Sloveso;strhol;Sloveso;umelecky_rozpravky
49574;vietor;Podstatné meno;vietor;Podstatné meno;umelecky_rozpravky
49575;Keď;Spojka;Keď;Spojka;umelecky_rozpravky
49576;búrka;Podstatné meno;búrka;Podstatné meno;umelecky_rozpravky
49577;ustala;Sloveso;ustala;Sloveso;umelecky_rozpravky
49578;zistili;Sloveso;zistili;Sloveso;umelecky_rozpravky
49579;že;Spojka;že;Spojka;umelecky_rozpravky
49580;pristáli;Sloveso;pristáli;Sloveso;umelecky_rozpravky
49581;na;Citoslovce;na;Predložka;umelecky_rozpravky
49582;púšti;Podstatné meno;púšti;Podstatné meno;umelecky_rozpravky
49583;Všade;Zámeno;Všade;Zámeno;umelecky_rozpravky
49584;navôkol;Príslovka;navôkol;Príslovka;umelecky_rozpravky
49585;bol;Podstatné meno;bol;Sloveso;umelecky_rozpravky
49586;piesok;Podstatné meno;piesok;Podstatné meno;umelecky_rozpravky
49587;Zarazene;Príslovka;Zarazene;Príslovka;umelecky_rozpravky
49588;vstali;Sloveso;vstali;Sloveso;umelecky_rozpravky
49589;a;Spojka;a;Spojka;umelecky_rozpravky
49590;skúmali;Sloveso;skúmali;Sloveso;umelecky_rozpravky
49591;či;Spojka;či;Spojka;umelecky_rozpravky
49592;sú;Sloveso;sú;Sloveso;umelecky_rozpravky
49593;celí;Sloveso;celí;Prídavné meno;umelecky_rozpravky
49594;Rudko;Podstatné meno;Rudko;Podstatné meno;umelecky_rozpravky
49595;si;Zámeno;si;Zvratné zámeno;umelecky_rozpravky
49596;z;Podstatné meno;z;Predložka;umelecky_rozpravky
49597;listu;Podstatné meno;listu;Podstatné meno;umelecky_rozpravky
49598;urobil;Sloveso;urobil;Sloveso;umelecky_rozpravky
49599;slnečník;Podstatné meno;slnečník;Podstatné meno;umelecky_rozpravky
49600;Než;Spojka;Než;Spojka;umelecky_rozpravky
49601;však;Spojka;však;Častica;umelecky_rozpravky
49602;stačili;Sloveso;stačili;Sloveso;umelecky_rozpravky
49603;vzlietnuť;Sloveso;vzlietnuť;Sloveso;umelecky_rozpravky
49604;obkolesila;Sloveso;obkolesila;Sloveso;umelecky_rozpravky
49605;ich;Zámeno;ich;Zámeno;umelecky_rozpravky
49606;horda;Podstatné meno;horda;Podstatné meno;umelecky_rozpravky
49607;zelených;Prídavné meno;zelených;Prídavné meno;umelecky_rozpravky
49608;mužíčkov;Podstatné meno;mužíčkov;Podstatné meno;umelecky_rozpravky
49609;Mimozemšťania;Podstatné meno;Mimozemšťania;Podstatné meno;umelecky_rozpravky
49610;zašepkal;Sloveso;zašepkal;Sloveso;umelecky_rozpravky
49611;Rudko;Podstatné meno;Rudko;Podstatné meno;umelecky_rozpravky
49612;vystrašene;Príslovka;vystrašene;Príslovka;umelecky_rozpravky
49613;Aj;Citoslovce;Aj;Častica;umelecky_rozpravky
49614;vás;Zámeno;vás;Zámeno;umelecky_rozpravky
49615;že;Spojka;že;Spojka;umelecky_rozpravky
49616;ste;Číslovka;ste;Sloveso;umelecky_rozpravky
49617;nám;Zámeno;nám;Zámeno;umelecky_rozpravky
49618;odcudzili;Sloveso;odcudzili;Sloveso;umelecky_rozpravky
49619;drahocennú;Prídavné meno;drahocennú;Prídavné meno;umelecky_rozpravky
49620;potravu;Podstatné meno;potravu;Podstatné meno;umelecky_rozpravky
49621;povedal;Sloveso;povedal;Sloveso;umelecky_rozpravky
49622;prísne;Príslovka;prísne;Príslovka;umelecky_rozpravky
49623;veliteľ;Podstatné meno;veliteľ;Podstatné meno;umelecky_rozpravky
49624;a;Spojka;a;Spojka;umelecky_rozpravky
49625;dal;Sloveso;dal;Sloveso;umelecky_rozpravky
49626;pokyn;Podstatné meno;pokyn;Podstatné meno;umelecky_rozpravky
49627;aby;Spojka;aby;Spojka;umelecky_rozpravky
49628;ich;Zámeno;ich;Zámeno;umelecky_rozpravky
49629;zajali;Sloveso;zajali;Sloveso;umelecky_rozpravky
49630;a;Spojka;a;Spojka;umelecky_rozpravky
49631;postavili;Sloveso;postavili;Sloveso;umelecky_rozpravky
49632;pred;Predložka;pred;Predložka;umelecky_rozpravky
49633;sudcu;Podstatné meno;sudcu;Podstatné meno;umelecky_rozpravky
49634;Som;Sloveso;Som;Sloveso;umelecky_rozpravky
49635;advokátka;Podstatné meno;advokátka;Podstatné meno;umelecky_rozpravky
49636;vyhlásila;Sloveso;vyhlásila;Sloveso;umelecky_rozpravky
49637;pohotovo;Príslovka;pohotovo;Príslovka;umelecky_rozpravky
49638;Rudka;Podstatné meno;Rudka;Podstatné meno;umelecky_rozpravky
49639;budem;Sloveso;budem;Sloveso;umelecky_rozpravky
49640;zastupovať;Sloveso;zastupovať;Sloveso;umelecky_rozpravky
49641;Sudcovi;Podstatné meno;Sudcovi;Podstatné meno;umelecky_rozpravky
49642;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49643;jej;Zámeno;jej;Zámeno;umelecky_rozpravky
49644;smelosť;Podstatné meno;smelosť;Podstatné meno;umelecky_rozpravky
49645;páčila;Sloveso;páčila;Sloveso;umelecky_rozpravky
49646;a;Spojka;a;Spojka;umelecky_rozpravky
49647;tak;Príslovka;tak;Spojka;umelecky_rozpravky
49648;súhlasil;Sloveso;súhlasil;Sloveso;umelecky_rozpravky
49649;Bežala;Sloveso;Bežala;Sloveso;umelecky_rozpravky
49650;na;Citoslovce;na;Predložka;umelecky_rozpravky
49651;rodnú;Prídavné meno;rodnú;Prídavné meno;umelecky_rozpravky
49652;lúku;Podstatné meno;lúku;Podstatné meno;umelecky_rozpravky
49653;ktorú;Zámeno;ktorú;Zámeno;umelecky_rozpravky
49654;po;Predložka;po;Predložka;umelecky_rozpravky
49655;búrke;Podstatné meno;búrke;Podstatné meno;umelecky_rozpravky
49656;ľahko;Príslovka;ľahko;Príslovka;umelecky_rozpravky
49657;našla;Sloveso;našla;Sloveso;umelecky_rozpravky
49658;husle;Podstatné meno;husle;Podstatné meno;umelecky_rozpravky
49659;a;Spojka;a;Spojka;umelecky_rozpravky
49660;knísala;Sloveso;knísala;Sloveso;umelecky_rozpravky
49661;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49662;za;Predložka;za;Predložka;umelecky_rozpravky
49663;na;Citoslovce;na;Predložka;umelecky_rozpravky
49664;kameň;Podstatné meno;kameň;Podstatné meno;umelecky_rozpravky
49665;a;Spojka;a;Spojka;umelecky_rozpravky
49666;začala;Sloveso;začala;Sloveso;umelecky_rozpravky
49667;vrzúkať;Sloveso;vrzúkať;Sloveso;umelecky_rozpravky
49668;potešila;Sloveso;potešila;Sloveso;umelecky_rozpravky
49669;a;Spojka;a;Spojka;umelecky_rozpravky
49670;bola;Podstatné meno;bola;Sloveso;umelecky_rozpravky
49671;nadmieru;Príslovka;nadmieru;Príslovka;umelecky_rozpravky
49672;spokojná;Prídavné meno;spokojná;Prídavné meno;umelecky_rozpravky
49673;Ako;Spojka;Ako;Zámeno;umelecky_rozpravky
49674;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49675;stretla;Sloveso;stretla;Sloveso;umelecky_rozpravky
49676;s;Podstatné meno;s;Predložka;umelecky_rozpravky
49677;motýľom;Podstatné meno;motýľom;Podstatné meno;umelecky_rozpravky
49678;Emanuelom;Podstatné meno;Emanuelom;Podstatné meno;umelecky_rozpravky
49679;Na;Skratka;Na;Predložka;umelecky_rozpravky
49680;okraji;Podstatné meno;okraji;Podstatné meno;umelecky_rozpravky
49681;makového;Prídavné meno;makového;Prídavné meno;umelecky_rozpravky
49682;poľa;Podstatné meno;poľa;Podstatné meno;umelecky_rozpravky
49683;sedel;Sloveso;sedel;Sloveso;umelecky_rozpravky
49684;motýľ;Podstatné meno;motýľ;Podstatné meno;umelecky_rozpravky
49685;s;Podstatné meno;s;Predložka;umelecky_rozpravky
49686;malým;Prídavné meno;malým;Prídavné meno;umelecky_rozpravky
49687;oranžovým;Prídavné meno;oranžovým;Prídavné meno;umelecky_rozpravky
49688;cylindrom;Podstatné meno;cylindrom;Podstatné meno;umelecky_rozpravky
49689;na;Citoslovce;na;Predložka;umelecky_rozpravky
49690;hlave;Podstatné meno;hlave;Podstatné meno;umelecky_rozpravky
49691;Z;Skratka;Z;Predložka;umelecky_rozpravky
49692;maku;Podstatné meno;maku;Podstatné meno;umelecky_rozpravky
49693;vyšlo;Sloveso;vyšlo;Sloveso;umelecky_rozpravky
49694;ako;Spojka;ako;Spojka;umelecky_rozpravky
49695;z;Podstatné meno;z;Predložka;umelecky_rozpravky
49696;lesa;Podstatné meno;lesa;Podstatné meno;umelecky_rozpravky
49697;drobučké;Prídavné meno;drobučké;Prídavné meno;umelecky_rozpravky
49698;dievčatko;Podstatné meno;dievčatko;Podstatné meno;umelecky_rozpravky
49699;Malo;Príslovka;Malo;Sloveso;umelecky_rozpravky
49700;sukničku;Podstatné meno;sukničku;Podstatné meno;umelecky_rozpravky
49701;z;Podstatné meno;z;Predložka;umelecky_rozpravky
49702;makových;Prídavné meno;makových;Prídavné meno;umelecky_rozpravky
49703;lupienkov;Podstatné meno;lupienkov;Podstatné meno;umelecky_rozpravky
49704;a;Spojka;a;Spojka;umelecky_rozpravky
49705;usmievalo;Sloveso;usmievalo;Sloveso;umelecky_rozpravky
49706;sa;Zámeno;sa;Zvratné zámeno;umelecky_rozpravky
49707;Som;Sloveso;Som;Sloveso;umelecky_rozpravky
49708;Veru;Častice;Veru;Častica;umelecky_rozpravky
49709;mohla;Sloveso;mohla;Sloveso;umelecky_rozpravky
49710;odvetila;Sloveso;odvetila;Sloveso;umelecky_rozpravky
49711;makovica;Podstatné meno;makovica;Podstatné meno;umelecky_rozpravky
49712;Ďakujem;Sloveso;Ďakujem;Sloveso;umelecky_rozpravky
49713;povedala;Sloveso;povedala;Sloveso;umelecky_rozpravky
49714;čo;Zámeno;čo;Zámeno;umelecky_rozpravky
49715;mám;Sloveso;mám;Sloveso;umelecky_rozpravky
49716;robiť;Sloveso;robiť;Sloveso;umelecky_rozpravky
49717;aby;Spojka;aby;Spojka;umelecky_rozpravky
49718;drozd;Podstatné meno;drozd;Podstatné meno;umelecky_rozpravky
49719;vrátil;Sloveso;vrátil;Sloveso;umelecky_rozpravky
49720;Emanuelovi;Podstatné meno;Emanuelovi;Podstatné meno;umelecky_rozpravky
49721;cylinder;Podstatné meno;cylinder;Podstatné meno;umelecky_rozpravky
49722;Makovica;Podstatné meno;Makovica;Podstatné meno;umelecky_rozpravky
49723;zatriasla;Sloveso;zatriasla;Sloveso;umelecky_rozpravky
49724;hlavou;Podstatné meno;hlavou;Podstatné meno;umelecky_rozpravky
49725;Makové;Prídavné meno;Makové;Prídavné meno;umelecky_rozpravky
