;Slovo;Slovný druh;Jazykový štýl
78017;dievčatko;Podstatné meno;umelecky_rozpravky
78018;z;Predložka;umelecky_rozpravky
78019;diaľky;Podstatné meno;umelecky_rozpravky
78020;počulo;Sloveso;umelecky_rozpravky
78021;veselú;Zámeno;umelecky_rozpravky
78022;motýliu;Prídavné meno;umelecky_rozpravky
78023;pieseň;Podstatné meno;umelecky_rozpravky
78024;.;Interpunkcia;umelecky_rozpravky
78025;“;Interpunkcia;umelecky_rozpravky
78026;Nehnevám;Sloveso;umelecky_rozpravky
78027;sa;Zvratné zámeno;umelecky_rozpravky
78028;,;Interpunkcia;umelecky_rozpravky
78029;“;Interpunkcia;umelecky_rozpravky
78030;odvetila;Sloveso;umelecky_rozpravky
78031;Makulienka;Podstatné meno;umelecky_rozpravky
78032;.;Interpunkcia;umelecky_rozpravky
78033;Aj;Častica;umelecky_rozpravky
78034;tak;Častica;umelecky_rozpravky
78035;sa;Zvratné zámeno;umelecky_rozpravky
78036;vybrala;Sloveso;umelecky_rozpravky
78037;pod;Predložka;umelecky_rozpravky
78038;harmanček;Podstatné meno;umelecky_rozpravky
78039;,;Interpunkcia;umelecky_rozpravky
78040;či;Spojka;umelecky_rozpravky
78041;náhodou;Častica;umelecky_rozpravky
78042;pod;Predložka;umelecky_rozpravky
78043;lístkom;Podstatné meno;umelecky_rozpravky
78044;neostala;Sloveso;umelecky_rozpravky
78045;nejaká;Zámeno;umelecky_rozpravky
78046;kvapôčka;Podstatné meno;umelecky_rozpravky
78047;.;Interpunkcia;umelecky_rozpravky
78048;Veruže;Častica;umelecky_rozpravky
78049;neostala;Sloveso;umelecky_rozpravky
78050;.;Interpunkcia;umelecky_rozpravky
78051;Iba;Častica;umelecky_rozpravky
78052;na;Predložka;umelecky_rozpravky
78053;bodliaku;Podstatné meno;umelecky_rozpravky
78054;sa;Zvratné zámeno;umelecky_rozpravky
78055;jagali;Sloveso;umelecky_rozpravky
78056;veľké;Prídavné meno;umelecky_rozpravky
78057;kvapky;Podstatné meno;umelecky_rozpravky
78058;rosy;Podstatné meno;umelecky_rozpravky
78059;,;Interpunkcia;umelecky_rozpravky
78060;lebo;Spojka;umelecky_rozpravky
78061;sa;Zvratné zámeno;umelecky_rozpravky
78062;báli;Sloveso;umelecky_rozpravky
78063;skotúľať;Sloveso;umelecky_rozpravky
78064;do;Predložka;umelecky_rozpravky
78065;trávy;Podstatné meno;umelecky_rozpravky
78066;.;Interpunkcia;umelecky_rozpravky
78067;“;Interpunkcia;umelecky_rozpravky
78068;Páliš;Sloveso;umelecky_rozpravky
78069;?;Interpunkcia;umelecky_rozpravky
78070;“;Interpunkcia;umelecky_rozpravky
78071;spýtal;Sloveso;umelecky_rozpravky
78072;sa;Zvratné zámeno;umelecky_rozpravky
78073;opatrne;Príslovka;umelecky_rozpravky
78074;bodliak;Podstatné meno;umelecky_rozpravky
78075;.;Interpunkcia;umelecky_rozpravky
78076;“;Interpunkcia;umelecky_rozpravky
78077;Pustíš;Sloveso;umelecky_rozpravky
78078;?;Interpunkcia;umelecky_rozpravky
78079;“;Interpunkcia;umelecky_rozpravky
78080;spýtal;Sloveso;umelecky_rozpravky
78081;sa;Zvratné zámeno;umelecky_rozpravky
78082;Ferdinand;Podstatné meno;umelecky_rozpravky
78083;.;Interpunkcia;umelecky_rozpravky
78084;A;Častica;umelecky_rozpravky
78085;bodliak;Podstatné meno;umelecky_rozpravky
78086;Makulienku;Podstatné meno;umelecky_rozpravky
78087;i;Spojka;umelecky_rozpravky
78088;motýľa;Podstatné meno;umelecky_rozpravky
78089;Emanuela;Podstatné meno;umelecky_rozpravky
78090;radšej;Častica;umelecky_rozpravky
78091;pustil;Sloveso;umelecky_rozpravky
78092;.;Interpunkcia;umelecky_rozpravky
78093;“;Interpunkcia;umelecky_rozpravky
78094;Keby;Spojka;umelecky_rozpravky
78095;som;Sloveso;umelecky_rozpravky
78096;tak;Častica;umelecky_rozpravky
78097;mala;Sloveso;umelecky_rozpravky
78098;slnečník;Podstatné meno;umelecky_rozpravky
78099;,;Interpunkcia;umelecky_rozpravky
78100;“;Interpunkcia;umelecky_rozpravky
78101;povedala;Sloveso;umelecky_rozpravky
78102;Makulienka;Podstatné meno;umelecky_rozpravky
78103;.;Interpunkcia;umelecky_rozpravky
78104;Len;Spojka;umelecky_rozpravky
78105;čo;Spojka;umelecky_rozpravky
78106;to;Zámeno;umelecky_rozpravky
78107;dopovedala;Sloveso;umelecky_rozpravky
78108;,;Interpunkcia;umelecky_rozpravky
78109;zniesol;Sloveso;umelecky_rozpravky
78110;sa;Zvratné zámeno;umelecky_rozpravky
78111;nad;Predložka;umelecky_rozpravky
78112;ňou;Zámeno;umelecky_rozpravky
78113;modrý;Prídavné meno;umelecky_rozpravky
78114;tieň;Podstatné meno;umelecky_rozpravky
78115;,;Interpunkcia;umelecky_rozpravky
78116;v;Predložka;umelecky_rozpravky
78117;ktorom;Zámeno;umelecky_rozpravky
78118;stála;Sloveso;umelecky_rozpravky
78119;ako;Spojka;umelecky_rozpravky
78120;v;Predložka;umelecky_rozpravky
78121;jazierku;Podstatné meno;umelecky_rozpravky
78122;.;Interpunkcia;umelecky_rozpravky
78123;Dievčatko;Podstatné meno;umelecky_rozpravky
78124;pozrelo;Sloveso;umelecky_rozpravky
78125;hore;Príslovka;umelecky_rozpravky
78126;.;Interpunkcia;umelecky_rozpravky
78127;Nad;Predložka;umelecky_rozpravky
78128;ňou;Zámeno;umelecky_rozpravky
78129;sa;Zvratné zámeno;umelecky_rozpravky
78130;vznášal;Sloveso;umelecky_rozpravky
78131;cudzí;Prídavné meno;umelecky_rozpravky
78132;motýľ;Podstatné meno;umelecky_rozpravky
78133;.;Interpunkcia;umelecky_rozpravky
78134;Na;Predložka;umelecky_rozpravky
78135;hlave;Podstatné meno;umelecky_rozpravky
78136;mal;Sloveso;umelecky_rozpravky
78137;klobúk;Podstatné meno;umelecky_rozpravky
78138;a;Spojka;umelecky_rozpravky
78139;na;Predložka;umelecky_rozpravky
78140;krídlach;Podstatné meno;umelecky_rozpravky
78141;vzácny;Prídavné meno;umelecky_rozpravky
78142;vzor;Podstatné meno;umelecky_rozpravky
78143;.;Interpunkcia;umelecky_rozpravky
78144;A;Častica;umelecky_rozpravky
78145;Emanuel;Podstatné meno;umelecky_rozpravky
78146;od;Predložka;umelecky_rozpravky
78147;žiarlivosti;Podstatné meno;umelecky_rozpravky
78148;spadol;Sloveso;umelecky_rozpravky
78149;z;Predložka;umelecky_rozpravky
78150;margarétky;Podstatné meno;umelecky_rozpravky
78151;.;Interpunkcia;umelecky_rozpravky
78152;A;Častica;umelecky_rozpravky
78153;odletel;Sloveso;umelecky_rozpravky
78154;do;Predložka;umelecky_rozpravky
78155;sveta;Podstatné meno;umelecky_rozpravky
78156;.;Interpunkcia;umelecky_rozpravky
78157;V;Predložka;umelecky_rozpravky
78158;tej;Zámeno;umelecky_rozpravky
78159;chvíli;Podstatné meno;umelecky_rozpravky
78160;Makulienka;Podstatné meno;umelecky_rozpravky
78161;celkom;Častica;umelecky_rozpravky
78162;stratila;Sloveso;umelecky_rozpravky
78163;srdce;Podstatné meno;umelecky_rozpravky
78164;.;Interpunkcia;umelecky_rozpravky
78165;Vysoko;Príslovka;umelecky_rozpravky
78166;na;Predložka;umelecky_rozpravky
78167;nebi;Podstatné meno;umelecky_rozpravky
78168;vyšiel;Sloveso;umelecky_rozpravky
78169;mesiac;Podstatné meno;umelecky_rozpravky
78170;.;Interpunkcia;umelecky_rozpravky
78171;Ja;Zámeno;umelecky_rozpravky
78172;som;Sloveso;umelecky_rozpravky
78173;tropický;Prídavné meno;umelecky_rozpravky
78174;motýľ;Podstatné meno;umelecky_rozpravky
78175;!;Interpunkcia;umelecky_rozpravky
78176;Až;Častica;umelecky_rozpravky
78177;potom;Príslovka;umelecky_rozpravky
78178;zašiel;Sloveso;umelecky_rozpravky
78179;mesiac;Podstatné meno;umelecky_rozpravky
78180;za;Predložka;umelecky_rozpravky
78181;mraky;Podstatné meno;umelecky_rozpravky
78182;.;Interpunkcia;umelecky_rozpravky
78183;V;Predložka;umelecky_rozpravky
78184;tráve;Podstatné meno;umelecky_rozpravky
78185;vyhrávala;Sloveso;umelecky_rozpravky
78186;letná;Prídavné meno;umelecky_rozpravky
78187;muzika;Podstatné meno;umelecky_rozpravky
78188;.;Interpunkcia;umelecky_rozpravky
78189;Zrazu;Príslovka;umelecky_rozpravky
78190;sa;Zvratné zámeno;umelecky_rozpravky
78191;zachvela;Sloveso;umelecky_rozpravky
78192;zem;Podstatné meno;umelecky_rozpravky
78193;a;Spojka;umelecky_rozpravky
78194;dievčatko;Podstatné meno;umelecky_rozpravky
78195;skoro;Častica;umelecky_rozpravky
78196;spadlo;Sloveso;umelecky_rozpravky
78197;.;Interpunkcia;umelecky_rozpravky
78198;Zem;Podstatné meno;umelecky_rozpravky
78199;sa;Zvratné zámeno;umelecky_rozpravky
78200;ustavične;Príslovka;umelecky_rozpravky
78201;triasla;Sloveso;umelecky_rozpravky
78202;a;Spojka;umelecky_rozpravky
78203;kopček;Podstatné meno;umelecky_rozpravky
78204;z;Predložka;umelecky_rozpravky
78205;hliny;Podstatné meno;umelecky_rozpravky
78206;rástol;Sloveso;umelecky_rozpravky
78207;a;Spojka;umelecky_rozpravky
78208;rástol;Sloveso;umelecky_rozpravky
78209;.;Interpunkcia;umelecky_rozpravky
78210;Keď;Spojka;umelecky_rozpravky
78211;krtko;Podstatné meno;umelecky_rozpravky
78212;Bonifác;Podstatné meno;umelecky_rozpravky
78213;vykukol;Sloveso;umelecky_rozpravky
78214;druhý;Číslovka;umelecky_rozpravky
78215;raz;Číslovka;umelecky_rozpravky
78216;,;Interpunkcia;umelecky_rozpravky
78217;vraví;Sloveso;umelecky_rozpravky
78218;:;Interpunkcia;umelecky_rozpravky
78219;“;Interpunkcia;umelecky_rozpravky
78220;Toto;Zámeno;umelecky_rozpravky
78221;som;Sloveso;umelecky_rozpravky
78222;našiel;Sloveso;umelecky_rozpravky
78223;riadne;Príslovka;umelecky_rozpravky
78224;hlboko;Príslovka;umelecky_rozpravky
78225;!;Interpunkcia;umelecky_rozpravky
78226;“;Interpunkcia;umelecky_rozpravky
78227;Slúžil;Sloveso;umelecky_rozpravky
78228;som;Sloveso;umelecky_rozpravky
78229;u;Predložka;umelecky_rozpravky
78230;jednej;Číslovka;umelecky_rozpravky
78231;kňažnej;Podstatné meno;umelecky_rozpravky
78232;!;Interpunkcia;umelecky_rozpravky
78233;“;Interpunkcia;umelecky_rozpravky
78234;Vítame;Sloveso;umelecky_rozpravky
78235;vás;Zámeno;umelecky_rozpravky
78236;,;Interpunkcia;umelecky_rozpravky
78237;Pichuľko;Podstatné meno;umelecky_rozpravky
78238;!;Interpunkcia;umelecky_rozpravky
78239;“;Interpunkcia;umelecky_rozpravky
78240;povedala;Sloveso;umelecky_rozpravky
78241;Makulienka;Podstatné meno;umelecky_rozpravky
78242;.;Interpunkcia;umelecky_rozpravky
78243;Makulienka;Podstatné meno;umelecky_rozpravky
78244;a;Spojka;umelecky_rozpravky
78245;motýľ;Podstatné meno;umelecky_rozpravky
78246;Emanuel;Podstatné meno;umelecky_rozpravky
78247;sklopili;Sloveso;umelecky_rozpravky
78248;zrak;Podstatné meno;umelecky_rozpravky
78249;.;Interpunkcia;umelecky_rozpravky
78250;Zakrátko;Príslovka;umelecky_rozpravky
78251;si;Zvratné zámeno;umelecky_rozpravky
78252;Makulienka;Podstatné meno;umelecky_rozpravky
78253;obliekala;Sloveso;umelecky_rozpravky
78254;novú;Prídavné meno;umelecky_rozpravky
78255;sukničku;Podstatné meno;umelecky_rozpravky
78256;s;Predložka;umelecky_rozpravky
78257;volánikmi;Podstatné meno;umelecky_rozpravky
78258;a;Spojka;umelecky_rozpravky
78259;motýľ;Podstatné meno;umelecky_rozpravky
78260;Emanuel;Podstatné meno;umelecky_rozpravky
78261;frak;Podstatné meno;umelecky_rozpravky
78262;s;Predložka;umelecky_rozpravky
78263;dlhými;Prídavné meno;umelecky_rozpravky
78264;krídlami;Podstatné meno;umelecky_rozpravky
78265;.;Interpunkcia;umelecky_rozpravky
78266;Ako;Spojka;umelecky_rozpravky
78267;kňažná;Podstatné meno;umelecky_rozpravky
78268;s;Predložka;umelecky_rozpravky
78269;kniežaťom;Podstatné meno;umelecky_rozpravky
78270;.;Interpunkcia;umelecky_rozpravky
78271;Makulienka;Podstatné meno;umelecky_rozpravky
78272;veru;Častica;umelecky_rozpravky
78273;bola;Sloveso;umelecky_rozpravky
78274;tanečnica;Podstatné meno;umelecky_rozpravky
78275;!;Interpunkcia;umelecky_rozpravky
78276;Ale;Častica;umelecky_rozpravky
78277;sukničku;Podstatné meno;umelecky_rozpravky
78278;s;Predložka;umelecky_rozpravky
78279;volánikmi;Podstatné meno;umelecky_rozpravky
78280;horko;Neurčiteľný slovný druh;umelecky_rozpravky
78281;‐;Interpunkcia;umelecky_rozpravky
78282;ťažko;Príslovka;umelecky_rozpravky
78283;uniesla;Sloveso;umelecky_rozpravky
78284;.;Interpunkcia;umelecky_rozpravky
78285;Chcel;Sloveso;umelecky_rozpravky
78286;vzlietnuť;Sloveso;umelecky_rozpravky
78287;do;Predložka;umelecky_rozpravky
78288;vzduchu;Podstatné meno;umelecky_rozpravky
78289;,;Interpunkcia;umelecky_rozpravky
78290;ale;Spojka;umelecky_rozpravky
78291;zamotal;Sloveso;umelecky_rozpravky
78292;sa;Zvratné zámeno;umelecky_rozpravky
78293;do;Predložka;umelecky_rozpravky
78294;krídel;Podstatné meno;umelecky_rozpravky
78295;fraku;Podstatné meno;umelecky_rozpravky
78296;.;Interpunkcia;umelecky_rozpravky
78297;A;Častica;umelecky_rozpravky
78298;stiahol;Sloveso;umelecky_rozpravky
78299;zlatý;Prídavné meno;umelecky_rozpravky
78300;náprstok;Podstatné meno;umelecky_rozpravky
78301;naspäť;Príslovka;umelecky_rozpravky
78302;pod;Predložka;umelecky_rozpravky
78303;čiernu;Prídavné meno;umelecky_rozpravky
78304;zem;Podstatné meno;umelecky_rozpravky
78305;.;Interpunkcia;umelecky_rozpravky
78306;Ako;Spojka;umelecky_rozpravky
78307;uviazla;Sloveso;umelecky_rozpravky
78308;v;Predložka;umelecky_rozpravky
78309;lekne;Podstatné meno;umelecky_rozpravky
78310;Raz;Príslovka;umelecky_rozpravky
78311;Makulienka;Podstatné meno;umelecky_rozpravky
78312;vraví;Sloveso;umelecky_rozpravky
78313;:;Interpunkcia;umelecky_rozpravky
78314;“;Interpunkcia;umelecky_rozpravky
78315;Niečo;Zámeno;umelecky_rozpravky
78316;by;Kondicionálová morféma;umelecky_rozpravky
78317;som;Sloveso;umelecky_rozpravky
78318;chcela;Sloveso;umelecky_rozpravky
78319;.;Interpunkcia;umelecky_rozpravky
78320;“;Interpunkcia;umelecky_rozpravky
78321;Chcela;Sloveso;umelecky_rozpravky
78322;by;Kondicionálová morféma;umelecky_rozpravky
78323;som;Sloveso;umelecky_rozpravky
78324;sa;Zvratné zámeno;umelecky_rozpravky
78325;na;Predložka;umelecky_rozpravky
78326;nej;Zámeno;umelecky_rozpravky
78327;odviezť;Sloveso;umelecky_rozpravky
78328;,;Interpunkcia;umelecky_rozpravky
78329;“;Interpunkcia;umelecky_rozpravky
78330;povedala;Sloveso;umelecky_rozpravky
78331;Makulienka;Podstatné meno;umelecky_rozpravky
78332;.;Interpunkcia;umelecky_rozpravky
78333;To;Zámeno;umelecky_rozpravky
78334;prehovoril;Sloveso;umelecky_rozpravky
78335;kvietok;Podstatné meno;umelecky_rozpravky
78336;,;Interpunkcia;umelecky_rozpravky
78337;čo;Spojka;umelecky_rozpravky
78338;rástol;Sloveso;umelecky_rozpravky
78339;pri;Predložka;umelecky_rozpravky
78340;vode;Podstatné meno;umelecky_rozpravky
78341;.;Interpunkcia;umelecky_rozpravky
78342;Kvietky;Podstatné meno;umelecky_rozpravky
78343;na;Predložka;umelecky_rozpravky
78344;lúke;Podstatné meno;umelecky_rozpravky
78345;sú;Sloveso;umelecky_rozpravky
78346;bohaté;Prídavné meno;umelecky_rozpravky
78347;.;Interpunkcia;umelecky_rozpravky
78348;Včielky;Podstatné meno;umelecky_rozpravky
78349;sa;Zvratné zámeno;umelecky_rozpravky
78350;o;Predložka;umelecky_rozpravky
78351;to;Zámeno;umelecky_rozpravky
78352;starajú;Sloveso;umelecky_rozpravky
78353;.;Interpunkcia;umelecky_rozpravky
78354;Otočil;Sloveso;umelecky_rozpravky
78355;krídlami;Podstatné meno;umelecky_rozpravky
78356;a;Spojka;umelecky_rozpravky
78357;zachytil;Sloveso;umelecky_rozpravky
78358;silnejší;Prídavné meno;umelecky_rozpravky
78359;vietor;Podstatné meno;umelecky_rozpravky
78360;.;Interpunkcia;umelecky_rozpravky
78361;Prevrátila;Sloveso;umelecky_rozpravky
78362;sa;Zvratné zámeno;umelecky_rozpravky
78363;a;Spojka;umelecky_rozpravky
78364;klesla;Sloveso;umelecky_rozpravky
78365;na;Predložka;umelecky_rozpravky
78366;dno;Podstatné meno;umelecky_rozpravky
78367;.;Interpunkcia;umelecky_rozpravky
78368;Emanuel;Podstatné meno;umelecky_rozpravky
78369;s;Predložka;umelecky_rozpravky
78370;Makulienkou;Podstatné meno;umelecky_rozpravky
78371;tak;Neurčiteľný slovný druh;umelecky_rozpravky
78372;‐;Interpunkcia;umelecky_rozpravky
78373;tak;Častica;umelecky_rozpravky
78374;stačili;Sloveso;umelecky_rozpravky
78375;preskočiť;Sloveso;umelecky_rozpravky
78376;na;Predložka;umelecky_rozpravky
78377;najbližšie;Prídavné meno;umelecky_rozpravky
78378;lekno;Podstatné meno;umelecky_rozpravky
78379;.;Interpunkcia;umelecky_rozpravky
78380;“;Interpunkcia;umelecky_rozpravky
78381;Zatváram;Sloveso;umelecky_rozpravky
78382;,;Interpunkcia;umelecky_rozpravky
78383;“;Interpunkcia;umelecky_rozpravky
78384;odvetilo;Sloveso;umelecky_rozpravky
78385;lekno;Podstatné meno;umelecky_rozpravky
78386;.;Interpunkcia;umelecky_rozpravky
78387;“;Interpunkcia;umelecky_rozpravky
78388;Spím;Sloveso;umelecky_rozpravky
78389;,;Interpunkcia;umelecky_rozpravky
78390;“;Interpunkcia;umelecky_rozpravky
78391;odvetilo;Sloveso;umelecky_rozpravky
78392;lekno;Podstatné meno;umelecky_rozpravky
78393;.;Interpunkcia;umelecky_rozpravky
78394;A;Častica;umelecky_rozpravky
78395;zobudilo;Sloveso;umelecky_rozpravky
78396;lekno;Podstatné meno;umelecky_rozpravky
78397;.;Interpunkcia;umelecky_rozpravky
78398;Ako;Zámeno;umelecky_rozpravky
78399;ju;Zámeno;umelecky_rozpravky
78400;veverička;Podstatné meno;umelecky_rozpravky
78401;Barka;Podstatné meno;umelecky_rozpravky
78402;odniesla;Sloveso;umelecky_rozpravky
78403;do;Predložka;umelecky_rozpravky
78404;hniezda;Podstatné meno;umelecky_rozpravky
78405;Motýľ;Podstatné meno;umelecky_rozpravky
78406;Emanuel;Podstatné meno;umelecky_rozpravky
78407;poletoval;Sloveso;umelecky_rozpravky
78408;kdesi;Zámeno;umelecky_rozpravky
78409;nad;Predložka;umelecky_rozpravky
78410;lúkami;Podstatné meno;umelecky_rozpravky
78411;a;Spojka;umelecky_rozpravky
78412;Makulienka;Podstatné meno;umelecky_rozpravky
78413;ostala;Sloveso;umelecky_rozpravky
78414;doma;Príslovka;umelecky_rozpravky
78415;sama;Zámeno;umelecky_rozpravky
78416;.;Interpunkcia;umelecky_rozpravky
78417;A;Častica;umelecky_rozpravky
78418;hneď;Príslovka;umelecky_rozpravky
78419;volala;Sloveso;umelecky_rozpravky
78420;motýľa;Podstatné meno;umelecky_rozpravky
78421;Emanuela;Podstatné meno;umelecky_rozpravky
78422;,;Interpunkcia;umelecky_rozpravky
78423;aby;Spojka;umelecky_rozpravky
78424;ju;Zámeno;umelecky_rozpravky
78425;tam;Zámeno;umelecky_rozpravky
78426;v;Predložka;umelecky_rozpravky
78427;noci;Podstatné meno;umelecky_rozpravky
78428;nenechával;Sloveso;umelecky_rozpravky
78429;.;Interpunkcia;umelecky_rozpravky
78430;Schytilo;Sloveso;umelecky_rozpravky
78431;dievčinku;Podstatné meno;umelecky_rozpravky
78432;labkami;Podstatné meno;umelecky_rozpravky
78433;a;Spojka;umelecky_rozpravky
78434;vraví;Sloveso;umelecky_rozpravky
78435;:;Interpunkcia;umelecky_rozpravky
78436;“;Interpunkcia;umelecky_rozpravky
78437;Ty;Zámeno;umelecky_rozpravky
78438;moja;Zámeno;umelecky_rozpravky
78439;krásna;Prídavné meno;umelecky_rozpravky
78440;dievčinka;Podstatné meno;umelecky_rozpravky
78441;,;Interpunkcia;umelecky_rozpravky
78442;odnesiem;Sloveso;umelecky_rozpravky
78443;si;Zvratné zámeno;umelecky_rozpravky
78444;ťa;Zámeno;umelecky_rozpravky
78445;do;Predložka;umelecky_rozpravky
78446;hniezda;Podstatné meno;umelecky_rozpravky
78447;!;Interpunkcia;umelecky_rozpravky
78448;“;Interpunkcia;umelecky_rozpravky
78449;Hore;Príslovka;umelecky_rozpravky
78450;bolo;Sloveso;umelecky_rozpravky
78451;samé;Zámeno;umelecky_rozpravky
78452;nebo;Podstatné meno;umelecky_rozpravky
78453;a;Spojka;umelecky_rozpravky
78454;dole;Príslovka;umelecky_rozpravky
78455;hlbočina;Podstatné meno;umelecky_rozpravky
78456;.;Interpunkcia;umelecky_rozpravky
78457;Obzeral;Sloveso;umelecky_rozpravky
78458;sa;Zvratné zámeno;umelecky_rozpravky
78459;,;Interpunkcia;umelecky_rozpravky
78460;no;Spojka;umelecky_rozpravky
78461;dievčinky;Podstatné meno;umelecky_rozpravky
78462;nikde;Zámeno;umelecky_rozpravky
78463;.;Interpunkcia;umelecky_rozpravky
78464;Vtom;Príslovka;umelecky_rozpravky
78465;si;Zvratné zámeno;umelecky_rozpravky
78466;v;Predložka;umelecky_rozpravky
78467;prachu;Podstatné meno;umelecky_rozpravky
78468;na;Predložka;umelecky_rozpravky
78469;cestičke;Podstatné meno;umelecky_rozpravky
78470;všimol;Sloveso;umelecky_rozpravky
78471;drobné;Prídavné meno;umelecky_rozpravky
78472;šľapaje;Podstatné meno;umelecky_rozpravky
78473;.;Interpunkcia;umelecky_rozpravky
78474;Lietal;Sloveso;umelecky_rozpravky
78475;kade;Neurčiteľný slovný druh;umelecky_rozpravky
78476;‐;Interpunkcia;umelecky_rozpravky
78477;tade;Príslovka;umelecky_rozpravky
78478;a;Spojka;umelecky_rozpravky
78479;volal;Sloveso;umelecky_rozpravky
78480;jej;Zámeno;umelecky_rozpravky
78481;meno;Podstatné meno;umelecky_rozpravky
78482;.;Interpunkcia;umelecky_rozpravky
78483;Zastavil;Sloveso;umelecky_rozpravky
78484;sa;Zvratné zámeno;umelecky_rozpravky
78485;pri;Predložka;umelecky_rozpravky
78486;lieskach;Podstatné meno;umelecky_rozpravky
78487;a;Spojka;umelecky_rozpravky
78488;zbadal;Sloveso;umelecky_rozpravky
78489;tam;Zámeno;umelecky_rozpravky
78490;veveričku;Podstatné meno;umelecky_rozpravky
78491;Barku;Podstatné meno;umelecky_rozpravky
78492;.;Interpunkcia;umelecky_rozpravky
78493;“;Interpunkcia;umelecky_rozpravky
78494;Nevidela;Sloveso;umelecky_rozpravky
78495;si;Zvratné zámeno;umelecky_rozpravky
78496;Makulienku;Podstatné meno;umelecky_rozpravky
78497;?;Interpunkcia;umelecky_rozpravky
78498;“;Interpunkcia;umelecky_rozpravky
78499;spýtal;Sloveso;umelecky_rozpravky
78500;sa;Zvratné zámeno;umelecky_rozpravky
78501;jej;Zámeno;umelecky_rozpravky
78502;.;Interpunkcia;umelecky_rozpravky
