Slovo;POSTAG;Slovo2;POSTAG2
“;Z;“;Z
povedala;VLdscf+;povedala;VLdscf+
Makulienka;SSfs1:r;Makulienka;SSfs1:r
.;SENT;.;Z
Makulienka;SSfs1:r;Makulienka;SSfs1:r
a;O;a;O
motýľ;SSms1;motýľ;SSms1
Emanuel;SSms1:r;Emanuel;SSms1:r
sklopili;VLdpco+;sklopili;VLdpco+
zrak;SSis4;zrak;SSis4
.;SENT;.;Z
Zakrátko;Dx;Zakrátko;Dx
si;R;si;R
Makulienka;SSfs1:r;Makulienka;SSfs1:r
obliekala;VLescf+;obliekala;VLdscf+
novú;AAfs4x;novú;AAfs4x
sukničku;SSfs4;sukničku;SSfs4
s;Eu7;s;Eu7
volánikmi;SSip7;volánikmi;SSip7
a;O;a;O
motýľ;SSms1;motýľ;SSms1
Emanuel;SSms1:r;Emanuel;SSms1:r
frak;SSis4;frak;SSis4
s;Eu7;s;Eu7
dlhými;AAnp7x;dlhými;AAnp7x
krídlami;SSnp7;krídlami;SSnp7
.;SENT;.;Z
Ako;O;Ako;O
kňažná;SFfs1;kňažná;SAfs1
s;Eu7;s;Eu7
kniežaťom;SSns7;kniežaťom;SSns7
.;SENT;.;Z
Makulienka;SSfs1:r;Makulienka;SSfs1:r
veru;T;veru;T
bola;VLescf+;bola;VLescf+
tanečnica;SSfs1;tanečnica;SSfs1
!;SENT;!;Z
Ale;O;Ale;T
sukničku;SSfs4;sukničku;SSfs4
s;Eu7;s;Eu7
volánikmi;SSip7;volánikmi;SSip7
horko;Dx;horko;Q
‐;Z;‐;Z
ťažko;Dx;ťažko;Dx
uniesla;VLdscf+;uniesla;VLdscf+
.;SENT;.;Z
Chcel;VLescm+;Chcel;VLescm+
vzlietnuť;VId+;vzlietnuť;VId+
do;Eu2;do;Eu2
vzduchu;SSis2;vzduchu;SSis2
,;Z;,;Z
ale;O;ale;O
zamotal;VLdscm+;zamotal;VLdscm+
sa;R;sa;R
do;Eu2;do;Eu2
krídel;SSnp2;krídel;SSnp2
fraku;SSis2;fraku;SSis2
.;SENT;.;Z
A;O;A;T
stiahol;VLdscm+;stiahol;VLdscm+
zlatý;AAis4x;zlatý;AAis4x
náprstok;SSis4;náprstok;SSis4
naspäť;Dx;naspäť;Dx
pod;Eu4;pod;Eu4
čiernu;AAfs4x;čiernu;AAfs4x
zem;SSfs4;zem;SSfs4
.;SENT;.;Z
Ako;O;Ako;O
uviazla;VLdscf+;uviazla;VLdscf+
v;Eu6;v;Eu6
lekne;SSns6;lekne;SSns6
Raz;Dx;Raz;Dx
Makulienka;SSfs1:r;Makulienka;SSfs1:r
vraví;VKesc+;vraví;VKesc+
:;Z;:;Z
“;Z;“;Z
Niečo;PFns4;Niečo;PFns4
by;Y;by;Y
som;VKesa+;som;VKesa+
chcela;VLesaf+;chcela;VLescf+
.;SENT;.;Z
“;Z;“;Z
Chcela;VLesaf+;Chcela;VLesaf+
by;Y;by;Y
som;VKesa+;som;VKesa+
sa;R;sa;R
na;Eu6;na;Eu6
nej;PFfs6;nej;PFfs6
odviezť;VId+;odviezť;VId+
,;Z;,;Z
“;Z;“;Z
povedala;VLdscf+;povedala;VLdscf+
Makulienka;SSfs1:r;Makulienka;SSfs1:r
.;SENT;.;Z
To;PFns4;To;PFns4
prehovoril;VLdsci+;prehovoril;VLdsci+
kvietok;SSis1;kvietok;SSis1
,;Z;,;Z
čo;PFns1;čo;O
rástol;VLesci+;rástol;VLesci+
pri;Eu6;pri;Eu6
vode;SSfs6;vode;SSfs6
.;SENT;.;Z
Kvietky;SSip1;Kvietky;SSip1
na;Eu6;na;Eu6
lúke;SSfs6;lúke;SSfs6
sú;VKepc+;sú;VKepc+
bohaté;AAfp1x;bohaté;AAip1x
.;SENT;.;Z
Včielky;SSfp1;Včielky;SSfp1
sa;R;sa;R
o;Eu4;o;Eu4
to;PFns4;to;PFns4
starajú;VKepc+;starajú;VKepc+
.;SENT;.;Z
Otočil;VLdscm+;Otočil;VLdscm+
krídlami;SSnp7;krídlami;SSnp7
a;O;a;O
zachytil;VLdsci+;zachytil;VLdscm+
silnejší;AAis1y;silnejší;AAis4y
vietor;SSis1;vietor;SSis4
.;SENT;.;Z
Prevrátila;VLdscf+;Prevrátila;VLdscf+
sa;R;sa;R
a;O;a;O
klesla;VLdscf+;klesla;VLdscf+
na;Eu4;na;Eu4
dno;SSns4;dno;SSns4
.;SENT;.;Z
Emanuel;SSms1:r;Emanuel;SSms1:r
s;Eu7;s;Eu7
Makulienkou;SSfs7:r;Makulienkou;SSfs7:r
tak;PD;tak;Q
‐;Z;‐;Z
tak;T;tak;T
stačili;VLjpco+;stačili;VLjpco+
preskočiť;VId+;preskočiť;VId+
na;Eu4;na;Eu4
najbližšie;AAns4z;najbližšie;AAns4z
lekno;SSns4;lekno;SSns4
.;SENT;.;Z
“;Z;“;Z
Zatváram;VKesa+;Zatváram;VKesa+
,;Z;,;Z
“;Z;“;Z
odvetilo;VLdscn+;odvetilo;VLdscn+
lekno;SSns1;lekno;SSns1
.;SENT;.;Z
“;Z;“;Z
Spím;VKesa+;Spím;VKesa+
,;Z;,;Z
“;Z;“;Z
odvetilo;VLdscn+;odvetilo;VLdscn+
lekno;SSns1;lekno;SSns1
.;SENT;.;Z
A;O;A;T
zobudilo;VLdscn+;zobudilo;VLdscn+
lekno;SSns1;lekno;SSns4
.;SENT;.;Z
Ako;O;Ako;PD
ju;PFfs4;ju;PFfs4
veverička;SSfs1;veverička;SSfs1
Barka;SSfs1:r;Barka;SSfs1:r
odniesla;VLdscf+;odniesla;VLdscf+
do;Eu2;do;Eu2
hniezda;SSns2;hniezda;SSns2
Motýľ;SSms1;Motýľ;SSms1
Emanuel;SSms1:r;Emanuel;SSms1:r
poletoval;VLescm+;poletoval;VLescm+
kdesi;PD;kdesi;PD
nad;Eu7;nad;Eu7
lúkami;SSfp7;lúkami;SSfp7
a;O;a;O
Makulienka;SSfs1:r;Makulienka;SSfs1:r
ostala;VLdscf+;ostala;VLdscf+
doma;Dx;doma;Dx
sama;PFfs1;sama;PFfs1
.;SENT;.;Z
A;O;A;T
hneď;Dx;hneď;Dx
volala;VLescf+;volala;VLescf+
motýľa;SSms4;motýľa;SSms4
Emanuela;SSms4:r;Emanuela;SSms4:r
,;Z;,;Z
aby;OY;aby;OY
ju;PFfs4;ju;PFfs4
tam;PD;tam;PD
v;Eu6;v;Eu6
noci;SSfs6;noci;SSfs6
nenechával;VLescm-;nenechával;VLescm-
.;SENT;.;Z
Schytilo;VLdscn+;Schytilo;VLdscn+
dievčinku;SSfs4;dievčinku;SSfs4
labkami;SSfp7;labkami;SSfp7
a;O;a;O
vraví;VKesc+;vraví;VKesc+
:;Z;:;Z
“;Z;“;Z
Ty;PPhs1;Ty;PPhs1
moja;PFfs1;moja;PFfs1
krásna;AAfs1x;krásna;AAfs1x
dievčinka;SSfs1;dievčinka;SSfs1
,;Z;,;Z
odnesiem;VKdsa+;odnesiem;VKdsa+
si;R;si;R
ťa;PPhs4;ťa;PPhs4
do;Eu2;do;Eu2
hniezda;SSns2;hniezda;SSns2
!;SENT;!;Z
“;Z;“;Z
Hore;Dx;Hore;Dx
bolo;VLescn+;bolo;VLescn+
samé;PAns1;samé;PAns1
nebo;SSns1;nebo;SSns1
a;O;a;O
dole;Dx;dole;Dx
hlbočina;SSfs1;hlbočina;SSfs1
.;SENT;.;Z
Obzeral;VLescm+;Obzeral;VLescm+
sa;R;sa;R
,;Z;,;Z
no;O;no;O
dievčinky;SSfp1;dievčinky;SSfs2
nikde;PD;nikde;PD
.;SENT;.;Z
Vtom;Dx;Vtom;Dx
si;R;si;R
v;Eu6;v;Eu6
prachu;SSis6;prachu;SSis6
na;Eu6;na;Eu6
cestičke;SSfs6;cestičke;SSfs6
všimol;VLdscm+;všimol;VLdscm+
drobné;AAfp4x;drobné;AAfp4x
šľapaje;SSfp4;šľapaje;SSfp4
.;SENT;.;Z
Lietal;VLescm+;Lietal;VLescm+
kade;PD;kade;Q
‐;Z;‐;Z
tade;PD;tade;Dx
a;O;a;O
volal;VLescm+;volal;VLescm+
jej;PFfs3;jej;PUns4
meno;SSns4;meno;SSns4
.;SENT;.;Z
Zastavil;VLdscm+;Zastavil;VLdscm+
sa;R;sa;R
pri;Eu6;pri;Eu6
lieskach;SSfp6;lieskach;SSfp6
a;O;a;O
zbadal;VLdscm+;zbadal;VLdscm+
tam;PD;tam;PD
veveričku;SSfs4;veveričku;SSfs4
Barku;SSfs4:r;Barku;SSfs4:r
.;SENT;.;Z
“;Z;“;Z
Nevidela;VLescf-;Nevidela;VLescf-
si;R;si;R
Makulienku;SSfs4:r;Makulienku;SSfs4:r
?;SENT;?;Z
“;Z;“;Z
spýtal;VLdscm+;spýtal;VLdscm+
sa;R;sa;R
jej;PFfs3;jej;PFfs2
.;SENT;.;Z
Ešteže;T;Ešteže;T
čo;PFns1;čo;T
.;SENT;.;Z
Naschvál;Dx;Naschvál;Dx
motýľa;SSms4;motýľa;SSms4
poslala;VLdscf+;poslala;VLdscf+
na;Eu4;na;Eu4
opačnú;AAfs4x;opačnú;AAfs4x
stranu;SSfs4;stranu;SSfs4
.;SENT;.;Z
Prehľadal;VLdscm+;Prehľadal;VLdscm+
ten;PFis4;ten;PFis4
kus;SSis4;kus;SSis4
lesa;SSis2;lesa;SSis2
krížom;Dx;krížom;Q
‐;Z;‐;Z
krážom;Dx;krážom;Dx
,;Z;,;Z
ale;O;ale;O
niečo;PFns4;niečo;PFns1
ho;PFms4;ho;PFms4
ustavične;Dx;ustavične;Dx
ťahalo;VLescn+;ťahalo;VLescn+
späť;Dx;späť;Dx
k;Eu3;k;Eu3
starej;AAfs3x;starej;AAfs3x
borovici;SSfs3;borovici;SSfs3
.;SENT;.;Z
Najprv;Dx;Najprv;Dx
si;R;si;R
myslel;VLescm+;myslel;VLescm+
,;Z;,;Z
že;O;že;O
to;PFns4;to;PFns4
vybaví;VKdsc+;vybaví;VKdsc+
podobrotky;Dx;podobrotky;Dx
.;SENT;.;Z
Ale;O;Ale;T
dlho;Dx;dlho;Dx
ho;PFms4;ho;PFis4
potrebovať;VIe+;potrebovať;VIe+
nebudeš;VBesb-;nebudeš;VBesb-
,;Z;,;Z
“;Z;“;Z
vraví;VKesc+;vraví;VKesc+
pavúk;SSms1;pavúk;SSms1
Karkoško;SSms1:r;Karkoško;SSms1:r
.;SENT;.;Z
Mám;VKesa+;Mám;VKesa+
osem;NUns4;osem;NUns4
nôh;SSfp2;nôh;SSfp2
,;Z;,;Z
osem;NUns4;osem;NUns4
očí;SSnp2;očí;SSnp2
a;O;a;O
sedem;NUns4;sedem;NUns4
chutí;SSfp2;chutí;SSfp2
.;SENT;.;Z
Motýľ;SSms1;Motýľ;SSms1
Emanuel;SSms1:r;Emanuel;SSms1:r
ostal;VLdscm+;ostal;VLdscm+
ako;O;ako;O
obarený;Gtms1x;obarený;Gtms1x
.;SENT;.;Z
Pomôž;VMdsb+;Pomôž;VMdsb+
mi;PPhs3;mi;PPhs3
.;SENT;.;Z
Vytrhol;VLdscm+;Vytrhol;VLdscm+
sa;R;sa;R
z;Eu2;z;Eu2
pavúčej;AAfs2x;pavúčej;AAfs2x
priadze;SSfs2;priadze;SSfs2
takou;PAfs7;takou;PAfs7
silou;SSfs7;silou;SSfs7
,;Z;,;Z
že;O;že;O
nič;PFns4;nič;PFns4
netušiaceho;Gkns2x;netušiaceho;Gkns2x
pavúka;SSms2;pavúka;SSms2
s;Eu7;s;Eu7
ôsmimi;NUfp7;ôsmimi;NUfp7
nohami;SSfp7;nohami;SSfp7
prevrátilo;VLdscn+;prevrátilo;VLdscn+
horeznačky;Dx;horeznačky;Dx
.;SENT;.;Z
Pelikánia;AAfs1x:r;Pelikánia;AAfs1:r
slečna;SSfs1;slečna;SSfs1
Polly;SUfs1:r;Polly;SUfs1:r
a;O;a;O
jej;PUis1;jej;PUis1
veľký;AAis1x;veľký;AAis1x
zobák;SSis1;zobák;SSis1
Kiež;T;Kiež;T
by;Y;by;Y
som;VKesa+;som;VKesa+
mala;VLesaf+;mala;VLesaf+
menší;AAis4y;menší;AAis4y
zobák;SSis4;zobák;SSis4
.;SENT;.;Z
“;Z;“;Z
Veď;T;Veď;T
ho;PFms4;ho;PFms4
strhne;VKdsc+;strhne;VKdsc+
do;Eu2;do;Eu2
hlbočiny;SSfs2;hlbočiny;SSfs2
,;Z;,;Z
pomyslela;VLdscf+;pomyslela;VLdscf+
si;R;si;R
Polly;SUfs1:r;Polly;SUfs1:r
.;SENT;.;Z
“;Z;“;Z
Už;T;Už;PD
letím;VKesa+;letím;VKesc+
!;SENT;!;Z
“;Z;“;Z
kričí;VKesc+;kričí;VKesc+
Polly;SUfs1:r;Polly;SUfs1:r
.;SENT;.;Z
KLIP;J;KLIP;Q
‐;Z;‐;Z
KLAP;J;KLAP;J
!;SENT;!;Z
Polly;SUfs1:r;Polly;SUfs1:r
sa;R;sa;R
začervenala;VLdscf+;začervenala;VLdscf+
a;O;a;O
hanblivo;Dx;hanblivo;Dx
klapla;VLdscf+;klapla;VLdscf+
zobákom;SSis7;zobákom;SSis7
.;SENT;.;Z
Som;VKesa+;Som;VKesa+
rada;AUfs1x;rada;AUfs1x
,;Z;,;Z
že;O;že;O
som;VKesa+;som;VKesa+
pomohla;VLdsaf+;pomohla;VLdsaf+
.;SENT;.;Z
“;Z;“;Z
Levíčatá;SSnp1;Levíčatá;SSnp1
našli;VLdpcn+;našli;VLdpcn+
horiace;Gkns4x;horiace;Gkns4x
ohnisko;SSns4;ohnisko;SSns4
.;SENT;.;Z
“;Z;“;Z
Tráva;SSfs1;Tráva;SSfs1
horí;VKesc+;horí;VKesc+
!;SENT;!;Z
“;Z;“;Z
Nebojte;VMepb-;Nebojte;VMepb-
sa;R;sa;R
,;Z;,;Z
“;Z;“;Z
zakričala;VLdscf+;zakričala;VLdscf+
Polly;SUfs1:r;Polly;SUfs1:r
.;SENT;.;Z
Všetky;PFnp1;Všetky;PFnp1
zvieratká;SSnp1;zvieratká;SSnp1
bežali;VLepcn+;bežali;VLepcn+
do;Eu2;do;Eu2
bezpečia;SSns2;bezpečia;SSns2
,;Z;,;Z
no;O;no;O
Polly;SUfs1:r;Polly;SUfs1:r
letela;VLescf+;letela;VLescf+
po;Eu4;po;Eu4
zobák;SSis4;zobák;SSis4
vody;SSfs2;vody;SSfs2
.;SENT;.;Z
Polly;SUfs1:r;Polly;SUfs4:r
to;PFns1;to;PFns1
nesmierne;Dx;nesmierne;Dx
potešilo;VLdscn+;potešilo;VLdscn+
.;SENT;.;Z
Pelikánia;AAfs1x:r;Pelikánia;AFfs1:r
slečna;SSfs1;slečna;SSfs1
Polly;SUfs1:r;Polly;SUfs1:r
má;VKesc+;má;VKesc+
veľký;AAis4x;veľký;AAis4x
zobák;SSis4;zobák;SSis4
a;O;a;O
veľmi;Dx;veľmi;Dx
sa;R;sa;R
jej;PFfs3;jej;PFfs3
nepáči;VKesc-;nepáči;VKesc-
.;SENT;.;Z
No;O;No;O
keď;O;keď;O
sa;R;sa;R
stane;VKdsc+;stane;VKdsc+
na;Eu6;na;Eu6
brehu;SSis6;brehu;SSis6
jazera;SSns2;jazera;SSns2
nehoda;SSfs1;nehoda;SSfs1
,;Z;,;Z
Polly;SUfs1:r;Polly;SUfs1:r
zachraňuje;VKesc+;zachraňuje;VKesc+
!;SENT;!;Z
Deti;SSnp1;Deti;SSnp1
si;R;si;R
obľúbia;VKdpc+;obľúbia;VKdpc+
veľký;AAis4x;veľký;AAis4x
zobák;SSis4;zobák;SSis4
pelikánej;AAfs2x;pelikánej;AFfs2x
slečny;SSfs2;slečny;SSfs2
a;O;a;O
radi;AUmp1x;radi;AUmp1x
sa;R;sa;R
s;Eu7;s;Eu7
ním;PFms7;ním;PFms7
zahrajú;VKdpc+;zahrajú;VKdpc+
,;Z;,;Z
keď;O;keď;O
uvidia;VKdpc+;uvidia;VKdpc+
slová;SSnp4;slová;SSnp4
KLIP;J;KLIP;Q
‐;Z;‐;Z
KLAP;J;KLAP;J
!;SENT;!;Z
Jeho;PUis1;Jeho;PUis1
KLIP;J;KLIP;Q
‐;Z;‐;Z
KLAP;J;KLAP;J
!;SENT;!;Z
počuť;VIj+;počuť;VIj+
široko;Dx;široko;Q
‐;Z;‐;Z
ďaleko;Dx;ďaleko;Dx
.;SENT;.;Z
Tvoje;PFns1;Tvoje;PFns1
klapanie;SSns1;klapanie;SSns1
nám;PPhp3;nám;PPhp3
nedá;VKjsc-;nedá;VKjsc-
spať;VIe+;spať;VIe+
.;SENT;.;Z
Zobuď;VMdsb+;Zobuď;VMdsb+
sa;R;sa;R
!;SENT;!;Z
“;Z;“;Z
“;Z;“;Z
Prepáč;VMdsb+;Prepáč;VMdsb+
.;SENT;.;Z
Nevedel;VLesam-;Nevedel;VLesam-
som;VKesa+;som;VKesa+
to;PFns4;to;PFns4
.;SENT;.;Z
Zdravia;VKepc+;Zdravia;VKepc+
Ťa;PPhs4;Ťa;PPhs4
Sam;SSms1:r;Sam;SSms1:r
a;O;a;O
Andy;SFms1:r;Andy;SFms1:r
Neďaleko;Dx;Neďaleko;Dx
jazdil;VLescm+;jazdil;VLescm+
na;Eu6;na;Eu6
koni;SSms6;koni;SSms6
mladý;AAms1x;mladý;AAms1x
princ;SSms1;princ;SSms1
.;SENT;.;Z
Začul;VLdscm+;Začul;VLdscm+
prekrásny;AAis4x;prekrásny;AAis4x
hlas;SSis4;hlas;SSis4
Šípkovej;AAfs2x:r;Šípkovej;AAfs2x:r
Ruženky;SSfs2:r;Ruženky;SSfs2:r
,;Z;,;Z
ktorý;PAis1;ktorý;PAis1
sa;R;sa;R
niesol;VLesci+;niesol;VLesci+
lesom;SSis7;lesom;SSis7
.;SENT;.;Z
Šaty;SSfp1;Šaty;SSfp4
,;Z;,;Z
ktoré;PAfp4;ktoré;PAfp4
šila;VLescf+;šila;VLescf+
Flóra;SSfs1:r;Flóra;SSfs1:r
,;Z;,;Z
sa;R;sa;R
nevydarili;VLdpcf-;nevydarili;VLdpcf-
.;SENT;.;Z
Vtedy;PD;Vtedy;PD
víly;SSfp1;víly;SSfp1
pochopili;VLdpcf+;pochopili;VLdpcf+
,;Z;,;Z
že;O;že;O
je;VKesc+;je;VKesc+
načase;Dx;načase;Dx
,;Z;,;Z
aby;OY;aby;OY
dievčine;SSfs3;dievčine;SSfs3
povedali;VLdpcf+;povedali;VLdpcf+
pravdu;SSfs4;pravdu;SSfs4
.;SENT;.;Z
Nastala;VLdscf+;Nastala;VLdscf+
chvíľa;SSfs1;chvíľa;SSfs1
,;Z;,;Z
aby;OY;aby;OY
princeznú;SFfs4;princeznú;SFfs4
vrátili;VLdpcf+;vrátili;VLdpcf+
kráľovi;SSms3;kráľovi;SSms3
a;O;a;O
kráľovnej;SFfs3;kráľovnej;SFfs3
.;SENT;.;Z
Keď;O;Keď;O
víly;SSfp1;víly;SSfp1
nechali;VLdpcf+;nechali;VLdpcf+
princeznú;SFfs4;princeznú;SFfs4
na;Eu4;na;Eu4
chvíľočku;SSfs4;chvíľočku;SSfs4
v;Eu6;v;Eu6
paláci;SSis6;paláci;SSis6
osamote;Dx;osamote;Dx
,;Z;,;Z
zjavilo;VLdscn+;zjavilo;VLdscn+
sa;R;sa;R
pred;Eu7;pred;Eu7
ňou;PFfs7;ňou;PFfs7
jagavé;AAns1x;jagavé;AAns1x
svetlo;SSns1;svetlo;SSns1
.;SENT;.;Z
“;Z;“;Z
Dotkni;VMdsb+;Dotkni;VMdsb+
sa;R;sa;R
vretena;SSns2;vretena;SSns2
.;SENT;.;Z
Dotkni;VMdsb+;Dotkni;VMdsb+
sa;R;sa;R
ho;PFms4;ho;PFns4
!;SENT;!;Z
Prikazujem;VKesa+;Prikazujem;VKesa+
ti;PPhs3;ti;PPhs3
to;PFns4;to;PFns4
!;SENT;!;Z
“;Z;“;Z
Našli;VLdpcm+;Našli;VLdpcf+
cestu;SSfs4;cestu;SSfs4
do;Eu2;do;Eu2
tajnej;AAfs2x;tajnej;AAfs2x
vežičky;SSfs2;vežičky;SSfs2
a;O;a;O
v;Eu6;v;Eu6
nej;PFfs6;nej;PFfs6
Kráľovnú;SFfs4:r;Kráľovnú;SFfs4:r
zla;SSns2;zla;SSns2
.;SENT;.;Z
“;Z;“;Z
Nezistia;VKdpc-;Nezistia;VKdpc-
to;PFns4;to;PFns4
,;Z;,;Z
“;Z;“;Z
odvetila;VLdscf+;odvetila;VLdscf+
Flóra;SSfs1:r;Flóra;SSfs1:r
.;SENT;.;Z
Správne;Dx;Správne;Dx
sa;R;sa;R
nazdávala;VLescf+;nazdávala;VLescf+
,;Z;,;Z
že;O;že;O
,;Z;,;Z
práve;Dx;práve;Dx
prišiel;VLdscm+;prišiel;VLdscm+
do;Eu2;do;Eu2
chalúpky;SSfs2;chalúpky;SSfs2
učupenej;Gtfs2x;učupenej;Gtfs2x
v;Eu6;v;Eu6
horskom;AAns6x;horskom;AAns6x
údolí;SSns6;údolí;SSns6
.;SENT;.;Z
Len;T;Len;O
čo;PFns4;čo;O
vošiel;VLdscm+;vošiel;VLdscm+
dnu;Dx;dnu;Dx
,;Z;,;Z
čakali;VLepcm+;čakali;VLepco+
ho;PFms4;ho;PFms4
tam;PD;tam;PD
Kráľovná;SFfs1:r;Kráľovná;SFfs1:r
zla;SSns2;zla;SSns2
a;O;a;O
jej;PUmp1;jej;PUmp1
sluhovia;SSmp1;sluhovia;SSmp1
.;SENT;.;Z
Zlá;AAfs1x;Zlá;AAfs1x
víla;SSfs1;víla;SSfs1
vedela;VLescf+;vedela;VLescf+
,;Z;,;Z
že;O;že;O
iba;T;iba;T
on;PFms1;on;PFms1
môže;VKesc+;môže;VKesc+
zrušiť;VId+;zrušiť;VId+
kliatbu;SSfs4;kliatbu;SSfs4
,;Z;,;Z
ktorou;PAfs7;ktorou;PAfs7
Zorničku;SSfs4:r;Zorničku;SSfs4:r
zakliala;VLdscf+;zakliala;VLdscf+
.;SENT;.;Z
Odvliekla;VLdscf+;Odvliekla;VLdscf+
princa;SSms4;princa;SSms4
na;Eu4;na;Eu4
svoj;PFis4;svoj;PFis4
zámok;SSis4;zámok;SSis4
a;O;a;O
uvrhla;VLdscf+;uvrhla;VLdscf+
ho;PFms4;ho;PFms4
do;Eu2;do;Eu2
temnice;SSfs2;temnice;SSfs2
.;SENT;.;Z
Zlá;AAfs1x;Zlá;AAfs1x
víla;SSfs1;víla;SSfs1
sa;R;sa;R
princovi;SSms3;princovi;SSms3
Filipovi;SSms3:r;Filipovi;SSms3:r
posmievala;VLescf+;posmievala;VLescf+
,;Z;,;Z
no;O;no;O
prezradila;VLdscf+;prezradila;VLdscf+
mu;PFms3;mu;PFms3
,;Z;,;Z
že;O;že;O
iba;T;iba;T
on;PFms1;on;PFms1
môže;VKesc+;môže;VKesc+
zrušiť;VId+;zrušiť;VId+
Zorničkinu;AFfs4x:r;Zorničkinu;AFfs4x:r
kliatbu;SSfs4;kliatbu;SSfs4
,;Z;,;Z
ak;O;ak;O
ju;PFfs4;ju;PFfs4
pobozká;VKdsc+;pobozká;VKdsc+
.;SENT;.;Z
Vtom;Dx;Vtom;Dx
sa;R;sa;R
v;Eu6;v;Eu6
temnici;SSfs6;temnici;SSfs6
zjavili;VLdpcf+;zjavili;VLdpcf+
dobré;AAfp1x;dobré;AAfp1x
víly;SSfp1;víly;SSfp1
.;SENT;.;Z
“;Z;“;Z
Tieto;PFfp1;Tieto;PFfp1
zbrane;SSfp1;zbrane;SSfp1
ti;PPhs3;ti;PPhs3
pomôžu;VKdpc+;pomôžu;VKdpc+
zvíťaziť;VId+;zvíťaziť;VId+
nad;Eu7;nad;Eu7
zlom;SSns7;zlom;SSns7
,;Z;,;Z
“;Z;“;Z
povedali;VLdpcf+;povedali;VLdpcf+
mu;PFms3;mu;PFms3
.;SENT;.;Z
Ako;O;Ako;O
sa;R;sa;R
princ;SSms1;princ;SSms1
blížil;VLescm+;blížil;VLescm+
k;Eu3;k;Eu3
palácu;SSis3;palácu;SSis3
,;Z;,;Z
Kráľovná;SFfs1:r;Kráľovná;SFfs1:r
zla;SSns2;zla;SSns2
mu;PFms3;mu;PFms3
postavila;VLdscf+;postavila;VLdscf+
do;Eu2;do;Eu2
cesty;SSfs2;cesty;SSfs2
múr;SSis4;múr;SSis4
z;Eu2;z;Eu2
tŕňových;AAip2x;tŕňových;AAip2x
krov;SSip2;krov;SSip2
.;SENT;.;Z
Zrazu;Dx;Zrazu;Dx
však;T;však;T
vyšľahli;VLdpci+;vyšľahli;VLdpci+
obrovské;AAip1x;obrovské;AAip1x
plamene;SSip1;plamene;SSip1
a;O;a;O
vyrazili;VLdpci+;vyrazili;VLdpci+
princovi;SSms3;princovi;SSms3
štít;SSis4;štít;SSis4
z;Eu2;z;Eu2
ruky;SSfs2;ruky;SSfs2
.;SENT;.;Z
Zasiahnutý;Gtms1x;Zasiahnutý;Gtms1x
netvor;SSms1;netvor;SSms1
sa;R;sa;R
zmietal;VLescm+;zmietal;VLescm+
od;Eu2;od;Eu2
bolesti;SSfs2;bolesti;SSfs2
a;O;a;O
zletel;VLdscm+;zletel;VLdscm+
zo;Ev2;zo;Ev2
skaly;SSfs2;skaly;SSfs2
.;SENT;.;Z
Princ;SSms1;Princ;SSms1
Filip;SSms1:r;Filip;SSms1:r
prebehol;VLdscm+;prebehol;VLdscm+
bránou;SSfs7;bránou;SSfs7
do;Eu2;do;Eu2
paláca;SSis2;paláca;SSis2
.;SENT;.;Z
V;Eu4;V;Eu4
ten;PFis4;ten;PFis4
večer;SSis4;večer;SSis4
sa;R;sa;R
v;Eu6;v;Eu6
paláci;SSis6;paláci;SSis6
zhromaždili;VLdpcm+;zhromaždili;VLdpcm+
všetci;PFmp1;všetci;PFmp1
dvorania;SSmp1;dvorania;SSmp1
,;Z;,;Z
keď;O;keď;O
princezná;SFfs1;princezná;SFfs1
Zornička;SSfs1:r;Zornička;SSfs1:r
tancovala;VLescf+;tancovala;VLescf+
s;Eu7;s;Eu7
princom;SSms7;princom;SSms7
Filipom;SSms7:r;Filipom;SSms7:r
.;SENT;.;Z
Ostražito;Dx;Ostražito;Dx
sa;R;sa;R
zakrádala;VLescf+;zakrádala;VLescf+
k;Eu3;k;Eu3
neznámemu;AAns3x;neznámemu;AAns3x
miestu;SSns3;miestu;SSns3
,;Z;,;Z
keď;O;keď;O
začula;VLdscf+;začula;VLdscf+
plač;SSis4;plač;SSis4
.;SENT;.;Z
Kala;SSfs1:r;Kala;SSfs1:r
pozrela;VLdscf+;pozrela;VLdscf+
do;Eu2;do;Eu2
domu;SSis2;domu;SSis2
a;O;a;O
zbadala;VLdsaf+;zbadala;VLdscf+
stopy;SSfp4;stopy;SSfp4
po;Eu6;po;Eu6
zápase;SSis6;zápase;SSis6
.;SENT;.;Z
Na;Eu6;Na;Eu6
zemi;SSfs6;zemi;SSfs6
ležal;VLesci+;ležal;VLesci+
obrázok;SSis1;obrázok;SSis1
s;Eu7;s;Eu7
prasknutým;Gtis7x;prasknutým;Gtis7x
rámom;SSis7;rámom;SSis7
.;SENT;.;Z
A;O;A;O
za;Eu7;za;Eu7
tým;PFis7;tým;PFis7
obrazom;SSis7;obrazom;SSis7
v;Eu6;v;Eu6
tieni;SSis6;tieni;SSis6
stála;VLescf+;stála;VLescf+
kolíska;SSfs1;kolíska;SSfs1
.;SENT;.;Z
Plač;SSis1;Plač;SSis1
Kalu;SSfs4:r;Kalu;SSfs4:r
priťahoval;VLesci+;priťahoval;VLesci+
.;SENT;.;Z
V;Eu6;V;Eu6
kolíske;SSfs6;kolíske;SSfs6
bolo;VLescn+;bolo;VLescn+
zvláštne;AAns1x;zvláštne;AAns1x
