Slovo;Rod;Slovo2;Rod2
stola;mužský neživotný;stola;mužský neživotný
.;;.;
Keď;;Keď;
sa;;sa;
zasa;;zasa;
vrátili;mužský životný;vrátili;stredný
do;;do;
triedy;ženský;triedy;ženský
,;;,;
pani;ženský;pani;ženský
učiteľka;ženský;učiteľka;ženský
im;stredný;im;stredný
prečítala;ženský;prečítala;ženský
zaujímavú;ženský;zaujímavú;ženský
rozprávku;ženský;rozprávku;ženský
.;;.;
Prvý;mužský neživotný;Prvý;mužský neživotný
deň;mužský neživotný;deň;mužský neživotný
sa;;sa;
deťom;stredný;deťom;stredný
v;;v;
škole;ženský;škole;ženský
veľmi;;veľmi;
páčilo;stredný;páčilo;stredný
!;;!;
Spravované;mužský neživotný;Spravované;mužský neživotný
prostriedky;mužský neživotný;prostriedky;mužský neživotný
poistencov;mužský životný;poistencov;mužský životný
dosahujú;;dosahujú;
objem;mužský neživotný;objem;mužský neživotný
200;;200;
mil;;mil;
.;;.;
Ferrari;stredný;Ferrari;stredný
a;;a;
McLaren;mužský neživotný;McLaren;mužský neživotný
majú;;majú;
konkurenta;mužský životný;konkurenta;mužský životný
-;;-;
Williams;mužský životný;Williams;mužský životný
Ani;;Ani;
môj;mužský neživotný;môj;mužský neživotný
štart;mužský neživotný;štart;mužský neživotný
nie;;nie;
je;;je;
v;;v;
teoretickej;ženský;teoretickej;ženský
rovine;ženský;rovine;ženský
vylúčený;mužský neživotný;vylúčený;mužský neživotný
.;;.;
Dôležitý;mužský neživotný;Dôležitý;mužský neživotný
bude;;bude;
brankársky;mužský neživotný;brankársky;mužský neživotný
post;mužský neživotný;post;mužský neživotný
.;;.;
Vždy;;Vždy;
som;;som;
naznačil;mužský životný;naznačil;mužský životný
strelu;ženský;strelu;ženský
a;;a;
obe;ženský;obe;ženský
lopty;ženský;lopty;ženský
som;;som;
poslal;mužský životný;poslal;mužský životný
do;;do;
jeho;mužský neživotný;jeho;mužský neživotný
protipohybu;mužský neživotný;protipohybu;mužský neživotný
.;;.;
"""";;"""";
"""";;"""";
Celkom;;Celkom;
jasná;ženský;jasná;ženský
.;;.;
Dá;;Dá;
do;;do;
hry;ženský;hry;ženský
všetko;stredný;všetko;stredný
.;;.;
JÁN;mužský životný;JÁN;mužský životný
MIKULA;mužský životný;MIKULA;mužský životný
Košičanov;mužský životný;Košičanov;mužský životný
vítali;mužský neživotný;vítali;mužský neživotný
v;;v;
Trnave;ženský;Trnave;ženský
kamene;mužský neživotný;kamene;mužský neživotný
JÁN;mužský životný;JÁN;mužský životný
MIROĽA;mužský životný;MIROĽA;mužský životný
Prejav;mužský neživotný;Prejav;mužský neživotný
ma;všeobecný;ma;všeobecný
neprekvapil;mužský neživotný;neprekvapil;mužský neživotný
.;;.;
RADO;mužský životný;RADO;mužský životný
VARGA;mužský životný;VARGA;mužský životný
Johansson;mužský životný;Johansson;mužský životný
je;;je;
proti;;proti;
vysokým;mužský neživotný;vysokým;mužský neživotný
platom;mužský neživotný;platom;mužský neživotný
Johansson;mužský životný;Johansson;mužský životný
.;;.;
MIROSLAV;mužský životný;MIROSLAV;mužský životný
BUKOV;mužský životný;BUKOV;mužský životný
Jej;mužský neživotný;Jej;mužský neživotný
román;mužský neživotný;román;mužský neživotný
Vášeň;ženský;Vášeň;ženský
je;;je;
však;;však;
skvelý;mužský neživotný;skvelý;mužský neživotný
.;;.;
"""";;"""";
Hráš;;Hráš;
,;;,;
vyhráš;;vyhráš;
,;;,;
hráš;;hráš;
,;;,;
prehráš;;prehráš;
.;;.;
Hráš;;Hráš;
.;;.;
Prezident;mužský životný;Prezident;mužský životný
sa;;sa;
postaral;mužský životný;postaral;mužský životný
o;;o;
niekoľkotýždňovú;ženský;niekoľkotýždňovú;ženský
drámu;ženský;drámu;ženský
Lekári;mužský životný;Lekári;mužský životný
robili;mužský životný;robili;mužský životný
tajnosti;ženský;tajnosti;ženský
Po;;Po;
desiatich;mužský neživotný;desiatich;mužský neživotný
dňoch;mužský neživotný;dňoch;mužský neživotný
lekárske;stredný;lekárske;stredný
konzílium;stredný;konzílium;stredný
posilnili;mužský životný;posilnili;mužský životný
českí;mužský životný;českí;mužský životný
lekári;mužský životný;lekári;mužský životný
.;;.;
Politické;stredný;Politické;stredný
napätie;stredný;napätie;stredný
(;;(;
kr;;kr;
);;);
IGOR;mužský životný;IGOR;mužský životný
CIBULA;mužský životný;CIBULA;mužský životný
Takých;mužský neživotný;Takých;mužský neživotný
je;;je;
teraz;;teraz;
na;;na;
Slovensku;stredný;Slovensku;stredný
veľa;stredný;veľa;stredný
.;;.;
Reforma;ženský;Reforma;ženský
armády;ženský;armády;ženský
je;;je;
bez;;bez;
koncepcie;ženský;koncepcie;ženský
(;;(;
pt;;pt;
);;);
Komárno;stredný;Komárno;stredný
nechce;;nechce;
Cyrila;mužský životný;Cyrila;mužský životný
a;;a;
Metoda;mužský životný;Metoda;mužský životný
na;;na;
verejnom;stredný;verejnom;stredný
priestranstve;stredný;priestranstve;stredný
FOTO;stredný;FOTO;stredný
-;;-;
JURAJ;mužský životný;JURAJ;mužský životný
GERBERY;mužský životný;GERBERY;mužský životný
Naposledy;;Naposledy;
požiadalo;stredný;požiadalo;stredný
o;;o;
povolenie;stredný;povolenie;stredný
na;;na;
postavenie;stredný;postavenie;stredný
súsošia;stredný;súsošia;stredný
na;;na;
svojom;mužský neživotný;svojom;mužský neživotný
pozemku;mužský neživotný;pozemku;mužský neživotný
Gymnázium;stredný;Gymnázium;stredný
Ľudovíta;mužský životný;Ľudovíta;mužský životný
Jaroslava;mužský životný;Jaroslava;mužský životný
Šuleka;mužský životný;Šuleka;mužský životný
.;;.;
Zastupiteľstvo;stredný;Zastupiteľstvo;stredný
súhlasilo;stredný;súhlasilo;stredný
s;;s;
umiestnením;stredný;umiestnením;stredný
vo;;vo;
vojenskom;mužský neživotný;vojenskom;mužský neživotný
kostole;mužský neživotný;kostole;mužský neživotný
.;;.;
Na;;Na;
inštalovanie;stredný;inštalovanie;stredný
sochy;ženský;sochy;ženský
podobných;mužský neživotný;podobných;mužský neživotný
rozmerov;mužský neživotný;rozmerov;mužský neživotný
treba;;treba;
aj;;aj;
súhlas;mužský neživotný;súhlas;mužský neživotný
mesta;stredný;mesta;stredný
.;;.;
Nezískala;ženský;Nezískala;ženský
ho;mužský neživotný;ho;mužský neživotný
ani;;ani;
Matica;ženský;Matica;ženský
,;;,;
ani;;ani;
občianske;stredný;občianske;stredný
združenie;stredný;združenie;stredný
Komorra;ženský;Komorra;ženský
a;;a;
nedarí;;nedarí;
sa;;sa;
to;stredný;to;stredný
ani;;ani;
gymnáziu;stredný;gymnáziu;stredný
.;;.;
Mestské;stredný;Mestské;stredný
zastupiteľstvo;stredný;zastupiteľstvo;stredný
schválilo;stredný;schválilo;stredný
umiestnenie;stredný;umiestnenie;stredný
menších;ženský;menších;ženský
sôch;ženský;sôch;ženský
šiestich;mužský životný;šiestich;mužský životný
patrónov;mužský životný;patrónov;mužský životný
Európy;ženský;Európy;ženský
na;;na;
Nádvorie;stredný;Nádvorie;stredný
Európy;ženský;Európy;ženský
,;;,;
ktoré;stredný;ktoré;stredný
je;;je;
vo;;vo;
výstavbe;ženský;výstavbe;ženský
.;;.;
Malo;stredný;Malo;stredný
by;;by;
ísť;;ísť;
o;;o;
Benedikta;mužský životný;Benedikta;mužský životný
,;;,;
Cyrila;ženský;Cyrila;mužský životný
,;;,;
Metoda;ženský;Metoda;mužský životný
,;;,;
Brigitu;ženský;Brigitu;ženský
,;;,;
Katarínu;ženský;Katarínu;ženský
a;;a;
Teréziu;ženský;Teréziu;ženský
,;;,;
všetko;stredný;všetko;stredný
svätých;mužský životný;svätých;mužský životný
.;;.;
Kto;mužský životný;Kto;mužský životný
sochy;ženský;sochy;ženský
vytvorí;;vytvorí;
a;;a;
ako;;ako;
budú;;budú;
vyzerať;;vyzerať;
,;;,;
ešte;;ešte;
nie;;nie;
je;;je;
isté;stredný;isté;stredný
.;;.;
"""";;"""";
Na;;Na;
tento;mužský neživotný;tento;mužský neživotný
účel;mužský neživotný;účel;mužský neživotný
sa;;sa;
robí;;robí;
zbierka;ženský;zbierka;ženský
.;;.;
Primátor;mužský životný;Primátor;mužský životný
Komárna;stredný;Komárna;stredný
Štefan;mužský životný;Štefan;mužský životný
Pásztor;mužský životný;Pásztor;mužský životný
po;;po;
svojej;ženský;svojej;ženský
sekretárke;ženský;sekretárke;ženský
odkázal;mužský životný;odkázal;mužský životný
SME;;SME;
,;;,;
že;;že;
sa;;sa;
k;;k;
problému;mužský neživotný;problému;mužský neživotný
nevyjadrí;;nevyjadrí;
.;;.;
Aj;;Aj;
to;stredný;to;stredný
je;;je;
argument;mužský neživotný;argument;mužský neživotný
pre;;pre;
zastupiteľstvo;stredný;zastupiteľstvo;stredný
.;;.;
"""";;"""";
Pre;;Pre;
nesúhlas;mužský neživotný;nesúhlas;mužský neživotný
samosprávy;ženský;samosprávy;ženský
blokovalo;stredný;blokovalo;stredný
KDH;;KDH;
vstup;mužský neživotný;vstup;mužský neživotný
SMK;;SMK;
do;;do;
Európskej;ženský;Európskej;ženský
demokratickej;ženský;demokratickej;ženský
únie;ženský;únie;ženský
.;;.;
Dnes;;Dnes;
stojí;;stojí;
súsošie;stredný;súsošie;stredný
bez;;bez;
podstavca;mužský neživotný;podstavca;mužský neživotný
provizórne;;provizórne;
na;;na;
dvore;mužský neživotný;dvore;mužský neživotný
evanjelickej;ženský;evanjelickej;ženský
fary;ženský;fary;ženský
medzi;;medzi;
detskými;ženský;detskými;ženský
preliezačkami;ženský;preliezačkami;ženský
.;;.;
JURAJ;mužský životný;JURAJ;mužský životný
GERBERY;mužský životný;GERBERY;mužský životný
KDH;;KDH;
v;;v;
januári;mužský neživotný;januári;mužský neživotný
2000;;2000;
zablokovalo;stredný;zablokovalo;stredný
vstup;mužský neživotný;vstup;mužský neživotný
SMK;;SMK;
do;;do;
Európskej;ženský;Európskej;ženský
demokratickej;ženský;demokratickej;ženský
únie;ženský;únie;ženský
.;;.;
Dôvodom;mužský neživotný;Dôvodom;mužský neživotný
bol;mužský neživotný;bol;mužský neživotný
práve;;práve;
nevyriešený;mužský neživotný;nevyriešený;mužský neživotný
problém;mužský neživotný;problém;mužský neživotný
umiestnenia;stredný;umiestnenia;stredný
štyri;stredný;štyri;stredný
metre;mužský neživotný;metre;mužský neživotný
vysokého;stredný;vysokého;stredný
súsošia;stredný;súsošia;stredný
sv;;sv;
.;;.;
Cyrila;mužský životný;Cyrila;mužský životný
a;;a;
Metoda;mužský životný;Metoda;mužský životný
v;;v;
Komárne;stredný;Komárne;stredný
.;;.;
Napokon;;Napokon;
SMK;;SMK;
do;;do;
EDÚ;;EDÚ;
začiatkom;;začiatkom;
tohto;mužský neživotný;tohto;mužský neživotný
roku;mužský neživotný;roku;mužský neživotný
prijali;mužský životný;prijali;mužský životný
.;;.;
FOTO;stredný;FOTO;stredný
PRE;;PRE;
SME;;SME;
-;;-;
VERONIKA;ženský;VERONIKA;ženský
JANUŠKOVÁ;ženský;JANUŠKOVÁ;ženský
"""";;"""";
Som;;Som;
zhrozený;mužský životný;zhrozený;mužský životný
.;;.;
Je;;Je;
to;stredný;to;stredný
už;;už;
tretí;mužský neživotný;tretí;mužský neživotný
prípad;mužský neživotný;prípad;mužský neživotný
v;;v;
krátkom;mužský neživotný;krátkom;mužský neživotný
čase;mužský neživotný;čase;mužský neživotný
.;;.;
Obsah;mužský neživotný;Obsah;mužský neživotný
tvorili;mužský neživotný;tvorili;mužský neživotný
nevyberané;mužský neživotný;nevyberané;mužský neživotný
útoky;mužský neživotný;útoky;mužský neživotný
na;;na;
maďarskú;ženský;maďarskú;ženský
menšinu;ženský;menšinu;ženský
žijúcu;ženský;žijúcu;ženský
na;;na;
Slovensku;stredný;Slovensku;stredný
.;;.;
Naši;mužský životný;Naši;mužský životný
žiaci;mužský životný;žiaci;mužský životný
a;;a;
rodičia;mužský životný;rodičia;mužský životný
sú;;sú;
pobúrení;mužský životný;pobúrení;mužský životný
.;;.;
MIKULÁŠ;mužský životný;MIKULÁŠ;mužský životný
JESENSKÝ;mužský životný;JESENSKÝ;mužský životný
IGOR;mužský životný;IGOR;mužský životný
STUPŇAN;mužský životný;STUPŇAN;mužský životný
Sitek;mužský životný;Sitek;mužský životný
považuje;;považuje;
za;;za;
partnera;mužský životný;partnera;mužský životný
KDH;;KDH;
"""";;"""";
Politika;ženský;Politika;ženský
SNS;;SNS;
by;;by;
sa;;sa;
mala;ženský;mala;ženský
orientovať;;orientovať;
na;;na;
ekonomickú;ženský;ekonomickú;ženský
oblasť;ženský;oblasť;ženský
.;;.;
Podpredsedom;mužský životný;Podpredsedom;mužský životný
pre;;pre;
ekonomiku;ženský;ekonomiku;ženský
je;;je;
V;;V;
.;;.;
Oberhauser;mužský životný;Oberhauser;mužský životný
.;;.;
Myslíte;;Myslíte;
si;;si;
,;;,;
že;;že;
sa;;sa;
strana;ženský;strana;ženský
dostatočne;;dostatočne;
nevenovala;ženský;nevenovala;ženský
ekonomike;ženský;ekonomike;ženský
?;;?;
"""";;"""";
Mal;mužský životný;Mal;mužský životný
som;;som;
inú;ženský;inú;ženský
predstavu;ženský;predstavu;ženský
.;;.;
Anna;ženský;Anna;ženský
Malíková;ženský;Malíková;ženský
hovorí;;hovorí;
,;;,;
že;;že;
by;;by;
SNS;;SNS;
mala;ženský;mala;ženský
rozšíriť;;rozšíriť;
potenciál;mužský neživotný;potenciál;mužský neživotný
koaličných;mužský životný;koaličných;mužský životný
partnerov;mužský životný;partnerov;mužský životný
.;;.;
Kto;mužský životný;Kto;mužský životný
by;;by;
to;stredný;to;
mal;mužský životný;mal;mužský životný
byť;;byť;
?;;?;
Koho;mužský životný;Koho;mužský životný
máte;;máte;
na;;na;
mysli;ženský;mysli;ženský
?;;?;
HZDS;;HZDS;
sa;;sa;
musí;;musí;
vyprofilovať;;vyprofilovať;
.;;.;
Aká;ženský;Aká;ženský
je;;je;
odozva;ženský;odozva;ženský
z;;z;
KDH;;KDH;
?;;?;
Keď;;Keď;
sa;;sa;
však;;však;
hlasuje;;hlasuje;
v;;v;
parlamente;mužský neživotný;parlamente;mužský neživotný
o;;o;
zmluve;ženský;zmluve;ženský
s;;s;
Vatikánom;mužský životný;Vatikánom;mužský neživotný
,;;,;
zriadení;stredný;zriadení;stredný
katolíckej;ženský;katolíckej;ženský
univerzity;ženský;univerzity;ženský
,;;,;
SNS;;SNS;
to;stredný;to;stredný
podporila;ženský;podporila;ženský
.;;.;
"""";;"""";
VYSYPANÉ;mužský životný;VYSYPANÉ;
Z;;Z;
OBÁLOK;ženský;OBÁLOK;ženský
Vytvoríme;;Vytvoríme;
kapitálotvornú;ženský;kapitálotvornú;ženský
vrstvu;ženský;vrstvu;ženský
,;;,;
ktorá;ženský;ktorá;ženský
bude;;bude;
zárukou;ženský;zárukou;ženský
blaha;stredný;blaha;stredný
ľudu;mužský neživotný;ľudu;mužský neživotný
,;;,;
presvedčivo;;presvedčivo;
hlásal;mužský životný;hlásal;mužský životný
tvorca;mužský životný;tvorca;mužský životný
blaha;stredný;blaha;stredný
svojich;mužský životný;svojich;mužský životný
prívržencov;mužský životný;prívržencov;mužský životný
.;;.;
Nastolíme;;Nastolíme;
po;;po;
voľbách;ženský;voľbách;ženský
zmenu;ženský;zmenu;ženský
-;;-;
odhalením;stredný;odhalením;stredný
zbohatlíkov;mužský životný;zbohatlíkov;mužský životný
,;;,;
mafiánov;mužský životný;mafiánov;mužský životný
,;;,;
delikventov;mužský životný;delikventov;mužský životný
,;;,;
korupčníkov;mužský životný;korupčníkov;mužský životný
a;;a;
lobistov;mužský životný;lobistov;mužský životný
pri;;pri;
stálom;stredný;stálom;stredný
sledovaní;stredný;sledovaní;stredný
blaha;stredný;blaha;stredný
občana;mužský životný;občana;mužský životný
.;;.;
V;;V;
prípade;mužský neživotný;prípade;mužský neživotný
,;;,;
ak;;ak;
si;;si;
poslanci;mužský životný;poslanci;mužský životný
odsúhlasia;;odsúhlasia;
platených;mužský životný;platených;mužský životný
sekretárov;mužský životný;sekretárov;mužský životný
,;;,;
môže;;môže;
sa;;sa;
stať;;stať;
,;;,;
že;;že;
"""";;"""";
Ringom;mužský životný;Ringom;mužský životný
Čechom;mužský životný;Čechom;mužský životný
"""";;"""";
budú;;budú;
poslanci;mužský životný;poslanci;mužský životný
a;;a;
efekt;mužský neživotný;efekt;mužský neživotný
bude;;bude;
mať;;mať;
sekretár;mužský životný;sekretár;mužský životný
.;;.;
JOZEF;mužský životný;JOZEF;mužský životný
HOZLÁR;mužský životný;HOZLÁR;mužský životný
,;;,;
Nové;mužský neživotný;Nové;mužský neživotný
Zámky;mužský neživotný;Zámky;mužský neživotný
*;;*;
Čo;stredný;Čo;stredný
nám;všeobecný;nám;všeobecný
prinieslo;stredný;prinieslo;stredný
20;;20;
.;;.;
storočie;stredný;storočie;stredný
?;;?;
Tak;;Tak;
si;;si;
to;stredný;to;stredný
teda;;teda;
zhrňme;;zhrňme;
.;;.;
Ľudstvo;stredný;Ľudstvo;stredný
svojou;ženský;svojou;ženský
usilovnosťou;ženský;usilovnosťou;ženský
prispelo;stredný;prispelo;stredný
k;;k;
zrodu;mužský neživotný;zrodu;mužský neživotný
dvoch;ženský;dvoch;ženský
svetových;ženský;svetových;ženský
vojen;ženský;vojen;ženský
,;;,;
ba;;ba;
v;;v;
niektorých;mužský neživotný;niektorých;mužský neživotný
kútoch;mužský neživotný;kútoch;mužský neživotný
Zeme;ženský;Zeme;ženský
vojny;ženský;vojny;ženský
pokračujú;;pokračujú;
.;;.;
Začala;ženský;Začala;ženský
som;;som;
výčitkami;ženský;výčitkami;ženský
,;;,;
ale;;ale;
teraz;;teraz;
pokračujem;;pokračujem;
radami;ženský;radami;ženský
do;;do;
nového;mužský neživotný;nového;mužský neživotný
roku;mužský neživotný;roku;mužský neživotný
.;;.;
Za;;Za;
tým;stredný;tým;stredný
všetkým;stredný;všetkým;stredný
sa;;sa;
skrýva;;skrýva;
strach;mužský neživotný;strach;mužský neživotný
.;;.;
Sebecký;mužský neživotný;Sebecký;mužský neživotný
pocit;mužský neživotný;pocit;mužský neživotný
,;;,;
že;;že;
sme;;sme;
opäť;;opäť;
o;;o;
čosi;stredný;čosi;stredný
starší;mužský životný;starší;mužský životný
.;;.;
VANDA;ženský;VANDA;ženský
GMITROVÁ;ženský;GMITROVÁ;ženský
,;;,;
Prešov;mužský neživotný;Prešov;mužský neživotný
*;;*;
Niektorým;mužský životný;Niektorým;mužský životný
poslancom;mužský životný;poslancom;mužský životný
